SubjID,CaudalMiddleFrontal.L,EntorhinalCortex.L,PostcentralGyrus.L,LateralFrontalTriangularis.L,SupramarginalGyrus.L,MiddleFILLING.L,Insula.L,LateralOrbitofrontal.L,LateralFrontalOrbitalis.L,MiddleTemporal.L,Pericalcarine.L,Parahippocampal.L,ParacentralGyrus.L,MedialOrbitofrontal.L,Cuneus.L,InferiorTemporal.L,RostralMiddleFrontal.L,RostralAnteriorCingulate.L,IsthmusCingulateGyrus.L,InferiorOccipitalCortex.L,LingualGyrus.L,SuperiorParietal.L,LateralFrontalOpercularis.L,FusiformGyrus.L,CaudalAnteriorCingulate.L,SuperiorFrontalGyrus.L,Precuneus.L,TransverseTemporal.L,PrecentralGyrus.L,InferiorParietal.L,PosteriorCingulate.L,SuperiorTemporal.L,CaudalMiddleFrontal.R,EntorhinalCortex.R,PostcentralGyrus.R,LateralFrontalTriangularis.R,SupramarginalGyrus.R,MiddleFILLING.R,Insula.R,LateralOrbitofrontal.R,LateralFrontalOrbitalis.R,MiddleTemporal.R,Pericalcarine.R,Parahippocampal.R,ParacentralGyrus.R,MedialOrbitofrontal.R,Cuneus.R,InferiorTemporal.R,RostralMiddleFrontal.R,RostralAnteriorCingulate.R,IsthmusCingulateGyrus.R,InferiorOccipitalCortex.R,LingualGyrus.R,SuperiorParietal.R,LateralFrontalOpercularis.R,FusiformGyrus.R,CaudalAnteriorCingulate.R,SuperiorFrontalGyrus.R,Precuneus.R,TransverseTemporal.R,PrecentralGyrus.R,InferiorParietal.R,PosteriorCingulate.R,SuperiorTemporal.R
0050988,3.3758,3.1869,2.7716,3.3021,3.1869,1.7192,3.1897,3.3748,3.5127,3.3041,2.6779,2.5937,2.9897,2.8436,2.5768,3.2815,3.3407,2.5785,2.7777,2.83,2.8014,3.0328,3.3505,3.0159,2.371,3.3325,3.1761,3.2577,3.0605,3.2183,2.6787,3.3364,3.3087,3.0718,2.9368,3.224,3.1223,1.6331,2.9407,3.1887,3.354,3.355,2.5676,2.6204,2.9951,2.8778,2.7206,3.2835,3.3433,2.4614,2.7938,2.6449,2.8542,2.9059,3.1239,2.9968,2.4103,3.3849,3.0872,3.0364,3.1053,3.2195,2.7521,3.244
0050349,3.5244,3.896,3.0007,3.4159,3.609,2.1899,3.7326,3.4214,3.3417,3.8141,3.366,3.1498,3.405,3.5154,3.2485,3.8073,3.5619,3.6341,3.7877,3.1193,3.3082,3.1932,3.4384,3.3597,3.6075,3.7491,3.8048,3.7232,3.2464,3.4459,3.5989,3.8706,3.5397,3.9951,3.0975,3.5209,3.6728,2.2648,3.5507,3.4914,3.5003,3.6899,3.002,3.241,3.5175,3.7982,3.2769,3.5842,3.7154,3.8422,3.2872,3.1959,3.1785,3.1536,3.3893,3.4146,3.4751,3.9032,3.7179,3.5319,3.2601,3.6202,3.4099,3.7527
0050402,3.5692,3.3431,3.2658,3.4994,3.5466,1.9954,3.4843,3.2621,3.3195,3.6881,2.9837,2.7883,3.2476,3.465,3.028,3.6452,3.7529,3.4219,3.6847,3.1359,3.2038,3.4477,3.5729,3.3227,3.3884,3.9058,3.8943,3.3988,3.3611,3.5977,3.5054,3.5252,3.4187,3.1361,3.4038,3.5356,3.6111,1.9178,3.6608,3.1962,3.2798,3.3204,2.8259,2.8638,3.2115,3.2117,2.9222,3.437,3.6145,3.4604,3.4678,2.7006,2.8956,3.2595,3.637,3.0993,3.1655,3.7677,3.7348,3.4554,3.2269,3.2709,3.504,3.4022
0051265,3.5407,3.7211,3.1713,3.5584,3.4303,1.9698,3.6295,3.3676,3.5355,3.712,2.9284,2.8276,3.2827,3.0736,3.0265,3.6578,3.4872,2.802,3.108,3.2264,3.0595,3.2066,3.472,3.3975,2.5758,3.5681,3.3111,3.314,3.3594,3.3958,2.9869,3.5923,3.3071,3.6447,3.024,3.3575,3.3577,1.8656,3.398,3.1734,3.435,3.647,2.8769,2.8532,3.3336,3.0806,2.912,3.7937,3.3654,2.7885,2.9774,3.1644,2.984,3.0785,3.2863,3.3785,2.682,3.4341,3.2458,3.1217,3.2024,3.4698,2.9843,3.4499
0050199,3.6949,4.3019,3.0912,3.628,3.4567,2.117,4.2519,3.7122,3.837,3.9646,2.963,3.1174,3.728,3.6056,3.0078,3.9333,3.5276,3.4621,3.152,3.1275,3.1583,3.1673,3.444,3.5199,2.8775,3.7647,3.5307,3.6989,3.4323,3.4984,3.0596,3.8464,3.4675,4.2126,3.2311,3.7055,3.6317,2.2141,4.3131,3.6699,3.876,4.0429,2.9657,3.1385,3.5445,3.5406,3.1317,3.9752,3.4913,3.5684,3.584,3.3006,3.1897,3.2489,3.628,3.6104,3.3702,3.7881,3.6915,3.7071,3.4238,3.6134,3.2349,4.0206
0050511,3.3257,3.5323,2.9976,3.284,3.3724,2.1302,3.6258,3.4329,3.3024,3.7208,3.6568,2.9432,3.3962,3.573,3.2355,3.7818,3.4758,3.4971,3.4534,3.3931,3.3654,3.0397,3.1755,3.3991,3.2982,3.6025,3.3829,3.296,3.1313,3.3989,3.2673,3.4652,3.17,3.6498,3.1487,3.3389,3.3693,2.1228,3.5683,3.2284,3.3174,3.7311,3.5377,2.9326,3.4008,3.2515,3.2674,3.945,3.2187,3.32,3.6044,3.607,3.4265,2.9893,3.3735,3.5695,3.2266,3.4182,3.6028,3.2231,3.286,3.3941,3.4203,3.4412
0050603,3.3469,4.2146,2.9114,3.4122,3.3855,2.0478,3.5493,3.6088,3.6489,3.6511,2.8993,3.1985,3.0043,3.5051,2.9944,3.6938,3.4507,3.4014,3.4232,2.962,3.1037,3.0482,3.3167,3.5119,3.2589,3.5403,3.4948,3.3469,3.07,3.2798,3.2404,3.6972,3.2498,3.8945,2.8001,3.606,3.3191,1.9852,3.5675,3.6439,3.7169,3.6609,2.7601,3.1109,2.789,3.5138,2.8397,3.7464,3.4282,3.3496,3.3204,3.0344,3.0339,2.8965,3.41,3.5876,3.0698,3.4429,3.4163,3.4499,2.9822,3.2803,3.1746,3.6552
0051282,3.0937,3.4072,2.7027,3.1359,3.1449,1.8856,3.442,3.0673,3.1814,3.1964,2.5144,2.674,3.083,2.8169,2.7197,3.2302,3.0759,2.8925,2.8774,2.8479,2.7878,2.8785,3.1253,3.1122,2.9197,3.1903,3.0658,3.1973,2.9308,3.1362,2.8591,3.36,3.0814,3.4482,2.8343,3.1243,3.2038,1.8194,3.448,3.1143,3.3833,3.5353,2.7823,2.8891,2.9951,2.8553,2.9277,3.595,3.0557,2.7605,2.8161,2.8941,2.9192,2.9046,3.1274,3.3602,2.9009,3.2243,3.2463,3.1528,2.9677,3.2298,2.912,3.5045
0050806,2.9942,3.5253,2.8129,3.3369,3.2974,1.9251,3.4978,3.3919,3.364,3.5825,2.9464,2.8338,3.1427,3.1531,2.9327,3.4088,3.2463,3.1047,3.1898,3.005,3.152,3.0079,3.3791,3.2806,2.8445,3.295,3.3913,3.565,2.9433,3.2978,2.9835,3.5679,3.274,3.5378,2.8098,3.6427,3.3589,1.9195,3.4993,3.2789,3.5914,3.7117,3.1224,3.2447,3.1454,3.2538,3.2589,3.6218,3.4752,2.9999,3.1442,3.0064,3.2493,2.985,3.4391,3.6007,2.6929,3.3602,3.498,3.3766,3.0124,3.4211,3.1713,3.6481
0050999,3.3715,3.0216,2.9015,3.4838,3.1629,1.7343,2.9548,3.2366,3.4872,3.3554,2.7906,2.3338,3.0731,2.8013,2.7785,3.1022,3.2726,2.4776,2.8664,2.906,2.8108,2.9938,3.2953,2.7733,2.414,3.3141,3.0014,3.0604,3.0402,3.1314,2.6362,3.2433,3.3386,3.1495,2.9343,3.2116,3.083,1.8054,3.048,3.2241,3.2632,3.1124,2.9332,2.3474,3.2084,2.9767,2.8144,3.0328,3.3121,2.6187,2.8556,2.9256,2.9653,2.956,2.9743,2.8901,2.6782,3.4306,3.0214,3.2963,3.0393,3.2116,2.6959,3.2277
0051112,3.0741,3.1895,2.8105,3.3219,3.3435,1.8144,3.3477,3.1361,3.2709,3.3662,2.5686,2.583,2.9329,2.9169,2.5286,3.1329,3.1785,2.6871,2.9584,2.789,2.7857,2.8315,3.2757,2.951,2.4078,3.2154,3.1864,3.3528,2.9383,2.9876,2.7445,3.4178,3.1182,3.2672,2.6971,3.2809,3.2455,1.8495,3.2681,3.0303,3.2745,3.3772,2.5655,2.6834,2.8925,2.8995,2.6342,3.2814,3.1896,2.8563,3.0071,2.7683,2.8164,2.9758,3.2001,3.1021,2.6178,3.2792,3.2681,3.204,2.9228,3.0652,2.814,3.4254
0050025,3.3766,3.7172,2.8821,3.5623,3.3468,1.9371,3.7035,3.1952,3.6053,3.5803,2.7363,2.7444,3.0208,2.9779,2.8621,3.5046,3.3736,2.9264,2.9069,3.089,2.9669,3.1565,3.6177,3.2966,2.9274,3.4629,3.2506,3.3596,3.0974,3.2589,2.884,3.5912,3.3728,3.4407,2.7811,3.4862,3.2794,1.9024,3.3241,3.2664,3.4141,3.5326,2.6042,2.768,3.2191,3.0271,2.938,3.4186,3.4177,2.9719,3.168,3.0063,2.8599,3.1324,3.5029,3.3636,2.9728,3.5178,3.3546,3.2973,3.0095,3.338,3.0258,3.5346
0050386,3.6457,4.2408,3.0212,3.745,3.5096,2.285,4.1304,3.7624,3.8862,3.766,3.2847,3.0606,3.6536,3.6592,3.41,3.9445,3.8228,3.8018,3.6038,3.3244,3.3241,3.2014,3.605,3.7399,3.5044,4.0138,3.7491,3.4903,3.414,3.6353,3.5716,3.7522,3.6896,4.3331,3.1679,3.8341,3.5453,2.4026,4.3936,3.7197,3.8846,3.8502,3.1571,3.1893,3.5261,3.7661,3.4644,3.9199,3.7911,3.8907,3.8934,3.2067,3.3583,3.2007,3.6563,3.6894,3.7371,3.9941,3.8129,3.6032,3.3175,3.5417,3.7959,3.8264
0051305,2.9949,3.5715,2.6752,3.0833,3.1465,1.9673,3.5231,3.2709,3.4255,3.466,2.6264,2.844,2.9067,3.0369,2.7933,3.4986,3.1289,3.1344,3.032,2.9631,2.7932,2.9764,3.2098,3.2134,3.0668,3.233,3.2589,3.1304,2.8615,3.2599,2.9891,3.4251,3.1828,3.6681,2.7208,3.4212,3.247,2.0197,3.6323,3.3004,3.5145,3.6786,2.6116,2.9409,2.9776,3.1252,2.8614,3.513,3.269,2.9469,3.2507,3.1564,2.9212,2.9275,3.4542,3.3128,2.9509,3.267,3.275,3.4201,2.907,3.4621,3.0612,3.6703
0050692,3.0138,3.8099,2.8761,3.1049,3.2309,2.0254,3.987,3.345,3.3662,3.4303,2.7085,2.8846,3.0445,3.198,2.6793,3.4745,3.059,2.7808,3.3809,2.8546,2.7453,2.9092,3.2748,3.2885,2.7017,3.2499,3.3523,3.4337,3.1095,3.2726,3.2294,3.4741,3.2086,4.1868,2.9151,3.2293,3.3094,2.2372,4.0947,3.2022,3.4709,3.525,2.7837,3.0776,3.1755,3.1762,2.8354,3.7917,3.2046,3.1207,3.409,2.8998,2.99,3.002,3.2987,3.5307,3.2956,3.3771,3.2969,3.6576,3.1991,3.2508,3.5326,3.6974
0050035,3.342,3.7617,3.0124,3.4896,3.3276,1.9773,3.2969,3.2684,3.4669,3.6282,2.5413,2.9269,3.1428,2.9065,2.881,3.5107,3.4663,2.9412,3.2665,2.8504,2.5985,3.1382,3.442,3.1217,3.0203,3.4928,3.3512,3.1806,3.2382,3.2344,3.2387,3.575,3.4327,3.6528,3.0685,3.6079,3.6194,1.8828,3.5687,3.275,3.6277,3.7458,2.7256,2.8752,3.1365,3.1426,2.9566,3.6241,3.4641,2.721,3.0104,2.9068,2.8732,3.2039,3.4981,3.2999,2.7368,3.5547,3.3625,3.552,3.2136,3.4146,3.1609,3.8188
0051110,3.5283,3.5919,3.0815,3.6753,3.4349,1.8869,3.5228,3.5942,3.663,3.5927,3.153,2.854,3.3205,3.2894,3.0075,3.5291,3.5224,2.9115,3.3533,3.2172,3.1738,3.0295,3.4773,3.179,2.7755,3.6756,3.2795,3.5366,3.3053,3.3365,3.0759,3.6014,3.6276,3.7376,3.0604,3.6214,3.3241,1.8329,3.4818,3.4296,3.6959,3.5924,3.217,2.8107,3.1417,3.3026,3.0827,3.642,3.6274,2.977,3.1277,3.1058,3.1425,3.0183,3.6946,3.2658,2.5876,3.7127,3.3197,3.4532,3.3193,3.3681,2.9937,3.6401
0050804,3.2582,4.1084,2.9758,3.4136,3.5936,2.1783,4.1867,3.5508,3.9109,3.9819,2.8658,3.1289,3.1553,3.1408,2.9967,3.7556,3.272,3.1016,3.5986,3.0488,3.3184,3.172,3.4742,3.5891,2.9973,3.352,3.5509,3.6481,3.13,3.55,3.6,3.986,3.5023,4.2989,3.1325,3.7402,3.5798,2.2112,4.1734,3.6023,3.9138,4.033,3.1294,3.1222,3.2713,3.2813,3.1986,4.0392,3.5963,3.4456,3.7104,3.2051,3.4171,3.2148,3.7396,3.7962,3.2116,3.5989,3.8016,3.9165,3.3945,3.6754,3.4744,4.0338
0051238,3.5336,3.0737,3.074,3.5464,3.6645,1.9555,3.6518,3.1224,3.2423,3.5655,3.0432,2.6708,3.473,3.2762,3.123,3.4081,3.4007,3.189,3.268,3.231,3.282,3.2448,3.5351,3.2852,3.1429,3.5659,3.6051,3.5124,3.2568,3.3705,3.1252,3.6071,3.4023,3.2075,2.9927,3.3902,3.512,1.9126,3.5285,3.1288,3.256,3.9568,3.1474,2.9946,3.3565,3.3026,3.1722,3.8368,3.3106,3.0763,3.2356,3.3433,3.3556,3.2588,3.3958,3.5248,2.9012,3.4362,3.6012,3.814,3.1447,3.4456,3.4037,3.7606
0051153,3.3082,3.4536,2.8597,3.4074,3.3199,1.9073,3.3029,3.222,3.5223,3.4016,2.7919,2.7503,2.8732,2.9155,2.6129,3.5113,3.2088,2.7551,3.43,2.8298,3.0291,2.932,3.4128,3.2719,2.584,3.3556,3.1025,3.2538,3.0542,3.0332,3.0355,3.4059,3.1961,3.2447,2.7395,3.4074,3.096,1.8141,2.9659,3.0808,3.4522,3.3904,2.4872,2.834,2.9341,2.8409,2.6141,3.394,3.1901,2.6977,3.0371,2.9005,2.8644,2.7618,3.2282,3.2522,2.8003,3.4057,2.9651,3.0453,2.9467,2.95,3.0274,3.3714
0050156,3.3037,3.6872,3.0244,3.5519,3.5071,1.9638,4.0437,3.3685,3.6213,3.8389,2.863,2.7891,3.1432,3.0861,3.0622,3.7159,3.3443,2.9158,3.259,3.0051,2.9123,3.0007,3.5042,3.3783,2.7569,3.3956,3.312,3.655,3.1878,3.2948,2.9762,3.8164,3.3365,4.1786,2.9736,3.5156,3.5524,2.1123,3.8166,3.2884,3.5723,3.8908,2.8795,3.0352,3.2274,3.0925,3.0409,3.8962,3.3255,3.0339,3.5622,3.2258,3.1004,3.1506,3.447,3.6348,2.9313,3.4501,3.4777,3.574,3.1405,3.5895,3.2991,3.8506
0050456,3.3436,3.6447,2.9046,3.1928,3.4605,2.0332,3.7107,3.0901,3.2717,3.5916,2.693,2.8848,3.052,3.0713,2.8232,3.6418,3.23,2.788,3.5232,2.9106,2.7952,3.0284,3.243,3.2685,2.8561,3.3423,3.3171,3.3719,3.1075,3.2506,3.0564,3.511,3.1992,3.7124,2.8668,3.2309,3.2592,2.0487,3.6926,2.9936,3.3498,3.6058,2.8968,2.997,3.1522,3.0035,2.9201,3.5838,3.1902,2.7458,3.4103,3.2468,3.1263,2.9669,3.1607,3.3539,2.5648,3.3363,3.2278,3.4783,3.0456,3.3821,3.0424,3.5694
0051183,3.7379,3.366,3.0595,3.8182,3.6922,2.1711,3.7062,3.2941,3.7014,3.5356,2.9861,3.1708,3.4449,3.105,3.2812,3.4711,3.6553,3.3692,4.1936,3.2131,3.375,3.2316,3.7071,3.6105,3.7888,3.7154,3.9824,3.381,3.2412,3.5139,3.8743,3.4528,3.2933,3.2238,2.8252,3.6644,3.5464,2.0199,3.8269,3.3375,3.5421,3.4342,3.2022,3.1123,3.4373,3.112,3.2535,3.3267,3.6012,3.4184,3.9358,3.0145,3.3024,2.9945,3.488,3.3734,3.5699,3.6858,3.823,3.5368,3.1276,3.3718,3.5523,3.4725
0050342,3.6293,3.3627,3.0355,3.597,3.631,2.0626,3.2887,3.4666,3.6416,3.7283,2.7843,2.7765,3.4917,3.4151,2.9891,3.642,3.7256,3.5076,3.7332,2.9506,3.0554,3.0747,3.4817,3.3395,2.8957,3.7912,3.5968,3.0117,3.2977,3.3514,3.4302,3.5583,3.4813,3.4117,2.9224,3.39,3.4312,1.9875,3.265,3.2168,3.2973,3.5737,2.8364,2.8131,3.4375,3.3465,2.9495,3.4994,3.617,3.1066,3.4139,2.994,3.0333,3.0351,3.3991,3.3285,2.9315,3.7841,3.4785,3.0829,3.2931,3.3652,3.5681,3.4979
0050803,3.3181,3.9994,3.234,3.5846,3.814,2.1321,3.7794,3.8189,3.6912,3.919,2.9581,3.1629,3.3766,3.8356,3.3638,3.9571,3.4744,3.4991,3.6904,3.2566,3.1041,3.2968,3.4073,3.6119,2.795,3.6548,3.6642,3.5735,3.2314,3.5863,3.3404,4.0721,3.2909,3.9943,3.041,3.5262,3.6327,1.9665,3.908,3.3945,3.5542,3.7159,2.8308,2.9395,3.2304,3.193,3.1591,3.917,3.4545,2.9053,3.3117,3.1676,2.9511,3.0206,3.5221,3.588,2.8738,3.4216,3.3143,3.4542,3.2278,3.3718,3.1427,3.7785
0051052,3.1467,3.1075,2.7296,3.1871,3.1852,1.807,3.0557,3.1249,3.2131,3.2495,2.594,2.759,3.0162,2.8594,2.5161,3.2482,3.1548,2.7237,2.8295,2.7203,2.7331,2.8828,3.3132,3.0933,2.7244,3.3172,3.0047,3.085,2.9838,3.1225,2.7961,3.2363,3.0873,3.046,2.6885,3.1962,3.1238,1.7568,2.74,3.0792,3.3041,3.2702,2.5509,2.6429,3.1167,2.8988,2.6415,3.2712,3.112,2.5743,2.9189,2.6544,2.6777,2.869,3.1553,3.0373,2.4565,3.2209,3.0461,2.9989,2.9434,3.0428,2.7997,3.2384
0050737,3.1593,3.808,2.9093,3.3018,3.2784,1.9842,3.6895,3.4733,3.5211,3.6062,2.8296,2.9941,3.1775,3.099,2.888,3.4544,3.0685,3.079,3.6458,3.0071,3.1116,3.205,3.2691,3.4054,2.9078,3.3811,3.4524,3.4659,3.2228,3.4425,3.2948,3.5412,3.2988,3.964,3.0395,3.4072,3.2117,2.1972,3.6191,3.4435,3.5174,3.578,2.918,3.0699,3.3303,3.3976,3.0718,3.704,3.366,3.4353,3.6006,2.9871,3.1258,3.2689,3.3342,3.5763,3.1003,3.6049,3.5631,3.4301,3.2911,3.4516,3.4843,3.6981
0050193,3.659,4.1943,2.9733,3.6075,3.5313,2.0942,3.9712,3.6177,3.6657,3.8263,2.8699,3.0608,3.1382,3.2473,3.0132,3.8238,3.5244,3.0076,3.3706,3.0322,3.0412,3.2229,3.4483,3.573,2.8794,3.6357,3.4304,3.2146,3.1809,3.4015,3.0681,3.5849,3.6398,4.5468,3.0645,3.5833,3.5612,2.1568,4.2339,3.6891,3.9047,3.8976,2.7879,3.2916,3.2446,3.2798,3.1043,4.0152,3.5329,2.91,3.2776,3.1793,3.0117,3.3266,3.5362,3.7212,2.9975,3.6339,3.4833,3.4346,3.2699,3.5437,3.285,3.7724
0051294,3.4215,3.8819,2.9516,3.2496,3.3385,2.0407,3.7762,3.2266,3.3462,3.5437,2.973,2.9379,3.2745,2.7927,2.9728,3.3173,3.1246,2.9168,3.4102,3.2143,3.0356,3.1041,3.306,3.2711,2.8454,3.3287,3.4093,3.2661,3.1439,3.3665,3.1073,3.5305,3.3762,3.7815,3.0209,3.1941,3.4084,2.0095,3.5996,3.0645,3.1957,3.5882,3.0235,2.8966,3.4497,2.7677,3.1417,3.5835,3.0615,2.7709,3.6693,3.1598,3.0355,3.1214,3.282,3.3924,2.9704,3.345,3.3734,3.2964,3.3033,3.3043,3.3089,3.4574
0050106,3.6459,2.9848,3.1164,3.841,3.4786,1.8092,3.5685,3.3516,3.7782,3.5474,2.5503,2.5691,3.57,3.1784,2.7503,3.4023,3.7246,2.732,3.1482,2.9777,3.0251,3.3347,3.5569,3.2109,2.769,3.7387,3.7029,3.4981,3.4087,3.5903,3.2184,3.6907,3.5971,2.7896,3.0192,3.4096,3.5251,1.6827,2.9738,3.2502,3.471,3.6367,2.8167,2.5465,3.6331,3.0681,3.0774,3.358,3.5392,2.8108,2.9127,3.1297,3.1532,3.3768,3.3537,3.325,2.9884,3.7469,3.5668,3.4117,3.2881,3.6287,2.9981,3.5213
0050530,3.3116,3.9089,2.9436,3.2531,3.2884,2.0328,3.8291,3.3722,3.4134,3.4701,2.555,2.8923,3.081,2.9845,2.7843,3.5488,3.1486,2.8863,3.2531,3.0342,2.8825,3.1024,3.3812,3.3074,2.7655,3.275,3.2671,3.4073,3.2557,3.249,3.0137,3.5827,3.4575,4.0147,2.9979,3.487,3.4554,2.0846,3.9064,3.5388,3.5986,3.8725,2.9641,3.0999,3.3199,3.2741,2.9116,3.9767,3.4247,3.1633,3.3252,3.3165,3.2443,3.2064,3.4764,3.7218,3.1236,3.534,3.5298,3.4955,3.2565,3.4529,3.1707,3.8291
0051117,3.1939,3.148,2.6455,3.1462,3.2094,1.7153,3.2255,3.0256,3.293,3.3077,2.2512,2.7476,2.6794,2.771,2.5455,3.1893,3.2141,2.796,2.8668,2.6725,2.7141,2.8727,3.1642,3.1361,2.7534,3.3075,3.0838,3.1798,2.879,3.0509,2.7515,3.3106,3.2165,3.1447,2.7468,3.2536,3.1354,1.7525,3.1477,3.0726,3.3466,3.3301,2.5264,2.7558,2.9113,2.8641,2.7388,3.2853,3.1174,2.5903,2.7848,2.793,2.8487,2.9059,3.1697,3.1443,2.744,3.3634,3.1779,3.065,3.0477,3.1934,2.8386,3.2531
0051364,3.4862,3.7073,3.1207,3.386,3.491,1.9104,3.7972,3.392,3.4388,3.5715,2.7754,2.8967,3.2306,3.0567,3.0958,3.5801,3.3923,2.9338,3.2815,3.2264,3.037,3.3381,3.3709,3.4562,2.7795,3.4642,3.5665,3.5073,3.2363,3.5458,2.9874,3.6611,3.3411,3.8294,3.2067,3.5608,3.8642,1.9168,3.8984,3.4525,3.6032,3.8708,2.865,2.8534,3.3844,3.254,3.1639,3.7035,3.3892,2.9079,3.2289,3.1867,3.1037,3.4399,3.6091,3.5235,2.8048,3.4191,3.6913,3.7103,3.2739,3.6028,3.0985,3.8607
0050488,3.3224,3.8023,3.1238,3.346,3.3787,2.0744,3.7763,3.2981,3.4751,3.6997,2.8504,2.8968,3.2985,3.0116,2.9102,3.6644,3.2574,2.8939,3.3761,3.1422,3.0078,3.2376,3.3648,3.4078,2.8471,3.3585,3.4475,3.6973,3.3993,3.3288,3.1918,3.8359,3.2721,3.6969,2.9456,3.2212,3.4297,1.9396,3.5148,3.0563,3.2484,3.6199,2.8877,2.9155,3.0256,2.8816,2.9261,3.7239,3.1049,2.6184,3.1067,3.06,3.1473,3.128,3.2049,3.5126,2.6629,3.181,3.2537,3.3725,3.1353,3.2545,2.9022,3.5687
0050626,3.4324,3.8984,3.1719,3.4525,3.3574,2.0929,3.7837,3.6098,3.6025,3.5623,3.354,2.8509,3.4056,3.4109,3.3239,3.7317,3.6104,3.3193,3.1167,3.6386,3.2314,3.1148,3.3999,3.4704,3.4549,3.6372,3.4991,3.4541,3.2888,3.1632,3.2846,3.6873,3.3782,3.9203,3.0567,3.7491,3.6356,1.9884,3.7225,3.8553,3.6213,3.6742,3.3195,3.101,3.3647,3.6069,3.4074,3.789,3.6095,3.1824,3.1695,3.4776,3.1942,3.3681,3.7014,3.3843,3.3144,3.67,3.5655,3.5232,3.2449,3.5811,3.1716,3.7751
0050572,3.0714,3.4409,2.7176,3.0227,3.1486,1.9125,3.2854,3.3323,3.2413,3.3491,2.7932,2.6769,2.8744,2.9374,2.9269,3.4342,3.0942,3.1451,2.9134,3.0898,2.8965,2.8966,3.0464,3.185,3.1921,3.2,3.2717,2.9117,2.9415,3.1387,2.717,3.2976,3.0837,3.3366,2.7119,3.007,3.0894,1.8196,3.2633,3.4333,3.3788,3.359,3.2575,2.6749,2.8994,3.2039,3.0452,3.3148,3.258,2.9079,2.9109,3.187,3.0975,2.9863,3.0337,3.0639,2.7892,3.2789,3.4018,2.9132,2.9526,3.1819,2.849,3.2511
0051067,3.2366,3.5095,2.9383,3.3478,3.2272,1.8977,3.2517,3.2541,3.4099,3.3468,2.5397,2.6644,3.0229,2.9483,2.5246,3.3222,3.2353,2.8951,3.1529,2.7951,2.8392,2.9464,3.2929,3.0989,3.1785,3.3145,3.3186,3.1473,2.9609,3.0781,2.9278,3.3488,3.2955,3.5015,2.8045,3.4117,3.2557,1.8083,3.1284,3.1287,3.3305,3.5068,2.5859,2.6406,2.9822,2.9576,2.5638,3.4206,3.2825,2.7659,2.9792,2.7558,2.7762,2.8803,3.2657,3.0199,2.8641,3.278,3.2396,3.1255,2.9642,3.2683,2.8894,3.3712
0050735,3.2216,3.5835,2.858,3.3057,3.2566,2.0057,3.1852,3.2054,3.3684,3.4875,3.0178,2.9838,3.2135,3.0548,3.0521,3.4941,3.1231,3.2867,3.1607,2.9363,3.1177,3.005,3.2683,3.3631,3.2238,3.3512,3.4032,3.2411,3.1041,3.281,3.3027,3.4442,3.2381,3.7524,2.8037,3.1899,3.2723,1.9498,3.2001,2.936,3.1908,3.4157,2.9593,3.014,3.3185,2.998,2.932,3.4256,3.0314,2.9176,3.0233,2.9317,3.0808,3.0657,3.3475,3.434,2.8875,3.3038,3.2344,3.2312,3.1443,3.1193,3.2216,3.501
0050514,3.2716,3.9446,3.0326,3.4534,3.3792,2.0952,3.6717,3.218,3.4696,3.6573,2.8061,3.0293,3.2468,2.9164,3.0038,3.5731,3.1971,2.8292,3.1983,3.0422,2.9115,3.103,3.4202,3.3193,2.8297,3.4039,3.3275,3.3832,3.2458,3.2882,3.063,3.7086,3.4509,4.2356,3.2049,3.6358,3.7183,2.203,3.832,3.3053,3.5806,3.9012,3.1503,3.2861,3.4272,3.1917,3.2764,3.808,3.4481,2.9174,3.5971,3.3331,3.2037,3.3374,3.4318,3.7436,2.852,3.5483,3.6634,3.7498,3.4353,3.6462,3.22,4.0555
0050623,3.1516,3.4382,2.836,3.1996,3.1377,1.983,3.5313,3.2283,3.4598,3.111,2.9031,2.7617,3.1602,2.9861,2.9263,3.2904,3.1651,3.1128,3.1967,3.0166,2.8315,3.0658,3.2273,3.1948,3.0678,3.4551,3.3079,3.1257,3.0625,3.1154,3.1514,3.2497,3.2311,3.4604,2.8183,3.1333,2.9984,1.8535,3.2758,3.3876,3.3932,2.9718,2.8828,2.9027,3.0643,3.1631,2.9823,3.0751,3.1701,2.8809,3.019,2.8608,2.8662,2.8459,3.2018,3.0772,2.9016,3.3665,3.233,3.0382,3.0234,3.0803,3.0664,3.1958
0050798,3.3347,3.915,2.9535,3.3381,3.4058,2.0645,3.5184,3.5477,3.6804,3.6842,2.8297,2.9562,3.2153,3.3158,3.0239,3.7557,3.341,3.0899,3.547,2.9976,3.0168,3.1482,3.3977,3.4428,3.07,3.3982,3.6089,3.644,3.2008,3.37,3.5532,3.597,3.3795,3.7931,2.8886,3.6006,3.3724,2.035,3.4681,3.6364,3.7708,3.878,2.8038,3.1078,3.2044,3.5029,2.8918,3.9269,3.5655,3.1019,3.2195,2.9898,3.1577,3.0212,3.555,3.7212,3.0168,3.4792,3.4046,3.3793,3.2219,3.3001,3.3472,3.6914
