SubjID,CaudalMiddleFrontal.L,EntorhinalCortex.L,PostcentralGyrus.L,LateralFrontalTriangularis.L,SupramarginalGyrus.L,MiddleFILLING.L,Insula.L,LateralOrbitofrontal.L,LateralFrontalOrbitalis.L,MiddleTemporal.L,Pericalcarine.L,Parahippocampal.L,ParacentralGyrus.L,MedialOrbitofrontal.L,Cuneus.L,InferiorTemporal.L,RostralMiddleFrontal.L,RostralAnteriorCingulate.L,IsthmusCingulateGyrus.L,InferiorOccipitalCortex.L,LingualGyrus.L,SuperiorParietal.L,LateralFrontalOpercularis.L,FusiformGyrus.L,CaudalAnteriorCingulate.L,SuperiorFrontalGyrus.L,Precuneus.L,TransverseTemporal.L,PrecentralGyrus.L,InferiorParietal.L,PosteriorCingulate.L,SuperiorTemporal.L,CaudalMiddleFrontal.R,EntorhinalCortex.R,PostcentralGyrus.R,LateralFrontalTriangularis.R,SupramarginalGyrus.R,MiddleFILLING.R,Insula.R,LateralOrbitofrontal.R,LateralFrontalOrbitalis.R,MiddleTemporal.R,Pericalcarine.R,Parahippocampal.R,ParacentralGyrus.R,MedialOrbitofrontal.R,Cuneus.R,InferiorTemporal.R,RostralMiddleFrontal.R,RostralAnteriorCingulate.R,IsthmusCingulateGyrus.R,InferiorOccipitalCortex.R,LingualGyrus.R,SuperiorParietal.R,LateralFrontalOpercularis.R,FusiformGyrus.R,CaudalAnteriorCingulate.R,SuperiorFrontalGyrus.R,Precuneus.R,TransverseTemporal.R,PrecentralGyrus.R,InferiorParietal.R,PosteriorCingulate.R,SuperiorTemporal.R
0051220,3.3111,3.5089,2.8813,3.3255,3.3198,1.9463,3.5044,3.0753,3.2222,3.4747,2.6689,2.8867,3.1179,2.9486,2.7802,3.1903,3.1412,2.9434,3.0687,3.0547,2.9927,2.9373,3.4052,3.2216,2.7471,3.3563,3.2062,3.2098,3.246,3.1695,3.0242,3.4917,3.3073,3.5932,2.8517,3.3068,3.3597,2.1386,3.7665,3.145,3.4357,3.8228,2.7271,2.9448,3.2921,3.0292,2.8804,3.6119,3.1765,3.1288,3.1804,3.0603,3.127,3.0824,3.5733,3.4834,2.9448,3.4096,3.3918,3.3799,3.23,3.5146,3.118,3.7398
0050659,3.1579,3.7249,2.8875,3.4605,3.4552,2.1261,3.6771,3.385,3.5691,3.5383,2.7692,2.9931,2.9512,3.1456,2.8917,3.6363,3.4136,3.1265,3.3643,3.0263,2.9514,3.193,3.3329,3.4184,2.8269,3.4281,3.3183,3.3796,2.9087,3.4131,3.1744,3.5799,3.1779,3.8259,2.891,3.4394,3.336,2.1949,3.5011,3.3986,3.5548,3.6224,2.7443,3.1285,2.9282,3.2179,2.897,3.6795,3.5623,3.2583,3.4058,3.2307,2.9773,3.28,3.2451,3.5029,3.1571,3.3938,3.4159,3.4206,2.9237,3.3994,3.2668,3.6571
0050260,3.2636,4.0278,2.9738,3.2764,3.3747,2.3382,3.9742,3.1788,3.4635,3.6728,2.7744,3.106,2.9806,3.2348,2.8618,3.7427,3.2317,3.662,3.7906,3.1085,3.0486,3.0124,3.3228,3.5329,3.286,3.5295,3.5068,3.7493,3.0947,3.2505,3.489,3.6793,3.3591,3.8151,2.8922,3.3093,3.1997,2.1331,3.8939,3.4698,3.3911,3.7011,2.6299,2.9791,3.048,3.1581,2.7305,3.7148,3.327,2.95,3.9339,2.9152,3.0437,2.9957,3.4855,3.4387,2.924,3.5331,3.5139,3.6453,2.995,3.2902,3.2975,3.7352
0051141,3.4281,3.9296,2.9487,3.3249,3.5067,2.1311,3.6998,3.4862,3.6027,3.5526,2.9106,3.1159,3.0076,3.3371,3.0623,3.6999,3.3768,3.3428,3.5383,2.9714,3.1724,3.159,3.401,3.5284,3.1787,3.608,3.2985,3.4883,3.1942,3.2986,3.2927,3.5981,3.4256,3.7567,3.0428,3.428,3.3389,2.0567,3.6236,3.4723,3.6311,3.7053,2.9639,3.0683,3.3056,3.4103,3.0621,3.724,3.5329,3.2885,3.344,3.0587,3.2278,3.0276,3.4596,3.5088,2.8926,3.6262,3.3857,3.5644,3.3412,3.2775,3.2539,3.6602
0051082,3.3253,3.7746,2.9812,3.6481,3.4569,1.7866,3.2957,3.5095,3.5907,3.5395,3.0056,2.6754,3.2219,3.1943,2.9251,3.4052,3.6113,2.9105,2.94,3.0564,3.0857,3.3156,3.3914,3.0664,3.1599,3.6355,3.5506,3.1898,3.098,3.5118,3.032,3.4617,3.345,3.4006,2.9523,3.5379,3.5198,1.749,3.3648,3.4743,3.4776,3.6039,3.0057,2.6632,3.2609,3.2315,3.0005,3.5791,3.5696,2.8724,2.8242,3.0039,3.1792,3.2456,3.5458,3.26,2.7369,3.5966,3.4964,3.3798,3.0767,3.3905,2.8078,3.6133
0050649,3.2509,3.5658,2.9401,3.2061,3.3334,1.9383,3.4522,3.3345,3.4315,3.5358,2.7414,2.7841,3.1385,3.1255,2.8411,3.5021,3.2303,2.9618,3.1073,3.0333,2.7868,3.1194,3.1833,3.1534,2.8704,3.3438,3.3524,3.3271,3.1193,3.4015,3.2289,3.4517,3.2705,3.5519,3.1076,3.3521,3.4666,1.9076,3.5054,3.3062,3.434,3.7502,2.8996,3.0363,3.2031,3.0795,2.9216,3.6031,3.3946,3.0224,3.2363,3.032,3.0318,3.1966,3.3775,3.3221,3.1848,3.5073,3.4038,3.4228,3.2188,3.3125,3.2401,3.6882
0051583,3.0655,3.7608,2.6239,3.1129,3.0839,1.8584,3.4677,3.0782,3.1282,3.4479,2.2951,2.7687,2.5715,2.7205,2.4697,3.2877,3.15,2.7843,3.1192,2.6886,2.7363,2.9313,3.1668,3.1996,2.8812,3.0732,3.2784,3.2953,2.78,3.1133,2.8455,3.3136,3.2264,3.4914,2.7417,3.1997,3.1783,1.8672,3.4878,3.0553,3.3304,3.5157,2.3228,2.8273,2.9387,2.9,2.4923,3.2995,3.2695,2.8091,3.1674,2.7122,2.8668,3.1063,3.2352,3.3371,2.8298,3.2974,3.3222,3.305,2.8759,3.2545,2.9888,3.5079
0050057,3.5076,3.4893,2.9247,3.3443,3.3494,1.8948,3.2576,3.4029,3.5626,3.493,2.7187,2.6078,3.2351,3.0921,2.7733,3.3619,3.4764,2.8361,3.0147,2.7381,2.9211,3.0432,3.3754,3.1383,2.8501,3.5657,3.3461,3.2211,3.177,3.221,2.9051,3.4364,3.4547,3.3805,2.9127,3.4172,3.3104,1.8159,3.2863,3.3569,3.4608,3.5153,2.8286,2.7768,3.1827,3.145,2.8687,3.4543,3.46,2.9124,3.0046,2.8533,3.0404,3.1522,3.4713,3.2941,2.6994,3.6298,3.3674,3.2965,3.1273,3.2805,2.8877,3.4543
0050693,2.807,4.0169,2.6632,2.9715,3.1071,1.93,3.7952,3.3069,3.358,3.4011,2.5722,2.9983,2.7625,2.9311,2.5859,3.4208,2.8493,2.8266,2.8565,2.9263,2.8756,2.7145,3.0304,3.3401,2.3525,2.8751,3.0221,3.3763,2.8183,2.8861,2.6493,3.4525,3.0017,3.7268,2.5978,3.1242,2.9745,1.9806,3.8464,3.1691,3.2886,3.4672,2.4943,2.8697,2.8443,3.1377,2.6246,3.5813,3.1566,2.996,2.8485,2.8818,2.8042,2.8063,3.1014,3.3437,2.7289,3.1193,3.0956,3.3452,2.8924,2.955,2.8166,3.4395
0051225,3.2028,3.6151,2.9139,3.2602,3.2687,1.9757,3.55,3.1821,3.4741,3.5131,2.9068,3.0183,3.2174,2.916,3.0563,3.4954,3.0713,2.7027,3.0682,3.0708,3.1428,3.2791,3.1725,3.4204,2.6746,3.2204,3.4145,3.3315,3.1078,3.3881,2.9087,3.6293,3.1206,3.8792,2.9731,3.14,3.2937,1.8517,3.5233,3.0488,3.4048,3.676,2.8086,3.0609,3.0869,2.7011,2.984,3.6059,3.07,2.5888,2.992,3.103,3.0211,3.1519,3.0782,3.3851,2.48,3.0232,3.3859,3.3469,3.1339,3.2489,2.8552,3.6915
0050725,3.158,3.9698,2.7058,3.1527,3.3623,2.1849,3.3801,3.3509,3.3842,3.5661,2.4701,3.0359,3.2422,2.8985,2.6224,3.4429,3.0501,2.9454,3.5635,2.7661,2.7128,3.0409,3.1959,3.2553,2.7305,3.2437,3.3902,3.2791,3.0442,3.1743,3.3337,3.4414,3.2265,3.8576,2.8511,3.4191,3.3221,2.0256,3.5946,3.2996,3.5734,3.6967,2.6514,3.0675,3.2869,3.2116,2.8952,3.6492,3.3103,3.2172,3.3892,3.0217,2.8941,3.1622,3.5286,3.4079,2.8319,3.5415,3.435,3.455,3.1819,3.458,3.3161,3.628
0051563,2.6788,3.7998,2.3433,2.7986,2.9124,1.8997,3.3279,2.8959,2.8907,3.1472,2.1933,2.7015,2.1701,2.9592,2.3155,3.123,2.7918,2.9711,2.6695,2.1765,2.3757,2.5026,2.8669,2.9614,2.6622,2.8409,2.747,2.8136,2.3418,2.7444,2.7684,3.2047,2.6589,3.7136,2.4266,2.7241,2.8817,1.9062,3.5066,2.8377,2.9701,3.0397,2.3514,2.8051,2.3495,2.7312,2.4887,3.0157,2.7511,2.8227,2.8332,2.4055,2.4986,2.7089,2.8731,2.9981,3.008,2.8941,3.043,2.8805,2.4835,2.8834,2.7646,3.1207
0050992,3.2964,3.1576,2.9164,3.3656,3.2762,1.7761,2.9537,3.2968,3.4169,3.5455,2.8163,2.6533,3.3252,3.0236,3.0064,3.5579,3.4453,2.8146,2.8252,3.0375,2.9674,3.1834,3.1724,3.1403,2.8813,3.6158,3.3385,3.0601,3.2234,3.4718,2.8215,3.3434,3.251,3.1866,2.9081,3.413,3.2411,1.7272,3.2015,3.2395,3.4286,3.5142,2.7574,2.7256,3.2433,3.0206,2.8627,3.5083,3.4134,2.5756,2.7911,2.9765,3.0107,3.2925,3.2233,3.2285,2.6506,3.5197,3.3791,3.2008,3.2119,3.5147,2.8669,3.3887
0050039,3.4575,3.6045,3.0626,3.5483,3.5605,2.0269,3.8077,3.4373,3.5711,3.7474,2.7548,2.8077,3.103,3.1519,2.9615,3.6009,3.5977,3.2694,3.1275,3.0888,2.8862,3.242,3.5377,3.1941,3.431,3.5634,3.5446,3.4333,3.1991,3.2264,3.0587,3.6037,3.4103,3.9832,2.9328,3.4731,3.3612,2.0328,3.6327,3.1858,3.4426,3.5242,2.7664,3.0255,2.9863,3.1253,3.0123,3.5458,3.4502,3.1671,3.0361,3.0519,2.8811,3.1758,3.4808,3.4142,3.0913,3.6269,3.4028,3.4431,3.1349,3.3139,3.2117,3.5346
0050104,3.4624,3.7855,3.236,3.5703,3.6733,1.9579,3.6809,3.3981,3.72,3.6881,2.9082,2.8397,3.344,3.2366,3.0227,3.7928,3.5068,3.143,3.4542,3.2119,3.1369,3.2633,3.5859,3.4123,2.8108,3.4874,3.5262,3.545,3.4335,3.5506,3.2712,3.6802,3.4983,3.507,3.1187,3.5097,3.5457,1.9234,3.3504,3.3846,3.6679,3.686,3.0436,2.835,3.4531,3.2206,3.2454,3.6875,3.3273,3.0191,3.3813,3.1936,3.1813,3.306,3.48,3.3927,2.9748,3.5035,3.5654,3.5812,3.3983,3.5319,3.3622,3.6345
0050664,3.1487,3.6985,2.9538,3.397,3.2864,2.0684,3.6966,3.2615,3.5623,3.5775,2.5386,2.6128,3.0437,3.1108,2.7142,3.6257,3.2595,3.0279,3.2073,3.0254,2.7633,3.0346,3.3335,3.2684,2.8861,3.4161,3.2614,3.2333,3.0363,3.2835,3.1775,3.5358,3.2131,3.7454,3.0295,3.3142,3.3431,2.0126,3.9135,3.3053,3.518,3.6658,2.6205,2.7461,3.0916,3.1913,2.7923,3.6673,3.1857,3.1475,3.1933,3.0156,2.8724,3.0646,3.3466,3.2528,2.9621,3.4132,3.3258,3.3409,3.1255,3.239,2.9862,3.6308
0051261,3.2999,3.7538,2.9169,3.3301,3.2285,2.0531,3.6487,3.2624,3.4793,3.6911,2.7698,3.0167,3.2859,2.9762,2.9433,3.6584,3.1323,2.9087,3.1328,2.9975,2.9015,3.0297,3.3338,3.2847,2.9198,3.349,3.221,3.361,3.1914,3.2322,3.0468,3.5809,3.1744,3.8963,2.88,3.2782,3.5175,1.9818,3.5817,3.107,3.3722,3.6277,3.0637,3.0335,3.1752,2.8543,2.9911,3.5761,3.084,2.7483,2.976,3.1237,3.0943,3.1356,3.2018,3.4798,2.8185,3.2012,3.2017,3.3293,3.082,3.2038,2.9667,3.5874
0050809,3.3953,4.0513,2.9243,3.5466,3.6567,2.202,3.7703,3.9039,3.7925,3.7545,2.9173,3.1843,3.3634,3.6391,3.0646,3.7106,3.3666,3.1213,3.8481,3.067,3.1832,3.1709,3.5093,3.6395,2.7865,3.5219,3.5807,3.4866,3.1818,3.5595,3.4634,3.6643,3.4816,4.1188,3.2533,3.7733,3.5727,2.0803,3.4053,3.4794,3.6978,4.131,3.1792,3.4779,3.8054,3.3301,3.2049,4.2654,3.5627,3.3921,3.6005,3.2723,3.2753,3.2142,3.4728,3.9997,3.2543,3.6829,3.6515,3.5709,3.5601,3.7202,3.5231,3.8565
0051275,3.3839,3.7103,2.9892,3.2236,3.4113,2.0743,3.8373,3.0227,3.3866,3.4563,2.9825,2.9357,3.2075,2.7691,3.0812,3.4639,3.1146,2.8954,3.108,3.0977,3.0758,3.0323,3.2433,3.2558,2.8333,3.4261,3.2132,3.559,3.2046,3.2942,3.0679,3.6955,3.3134,3.8341,3.0731,3.2582,3.5123,2.0363,3.7636,3.173,3.5741,3.5978,3.1023,2.9375,3.2495,3.0456,3.1464,3.6511,3.2232,2.8486,3.1107,3.2234,3.1363,3.1644,3.3065,3.4359,2.9375,3.5013,3.269,3.6047,3.2373,3.4031,3.1589,3.6544
0050969,3.332,3.0756,2.7469,3.6715,3.5269,1.777,3.0005,3.4715,3.4881,3.7933,2.8671,2.4568,3.0424,3.1249,2.9844,3.6701,3.5617,3.102,3.0263,3.0946,3.0642,3.2817,3.4532,3.2393,2.9801,3.5792,3.4365,3.1635,3.0233,3.6338,2.9055,3.5312,3.4987,3.5194,2.8575,3.6281,3.6182,1.7904,3.189,3.4738,3.6103,3.9497,3.2067,2.7069,3.0987,3.2767,3.2525,3.8652,3.6934,3.0783,3.0671,3.2896,3.2708,3.2988,3.4502,3.5568,2.8078,3.722,3.6474,3.538,3.0629,3.627,2.7904,3.8826
0050490,3.5005,3.8803,3.0017,3.4509,3.4388,2.0116,3.9203,3.2574,3.4607,3.5431,2.6759,2.9236,3.32,3.1051,2.9535,3.6959,3.425,3.163,3.1526,3.0046,2.9562,3.1738,3.4084,3.474,3.2127,3.6496,3.3103,3.4852,3.2793,3.3617,3.152,3.6828,3.3864,3.5804,2.9649,3.1585,3.3577,1.9213,3.5496,3.1035,3.3692,3.6419,2.6607,2.9234,3.157,2.9889,2.933,3.7193,3.117,2.941,3.2121,3.0693,2.9176,3.1475,3.2333,3.5035,2.9037,3.4082,3.3172,3.4818,3.2148,3.3513,3.106,3.5656
0050162,3.3107,3.4657,2.9703,3.2301,3.3778,1.9599,3.5769,3.3393,3.3747,3.4425,2.7067,2.6887,3.1873,3.074,2.8543,3.4165,3.1485,2.9543,3.096,2.8147,2.7925,3.0895,3.3286,3.1183,2.912,3.318,3.2655,3.3306,3.1692,3.1991,2.953,3.4329,3.2539,3.4588,3.0292,3.4978,3.4762,1.9549,3.5598,3.1853,3.5002,3.7932,2.867,2.9158,3.1941,3.1198,2.8907,3.8102,3.3698,3.2478,2.9714,3.1393,3.0593,3.2787,3.5067,3.4557,2.852,3.5273,3.2943,3.4246,3.2539,3.5526,2.9276,3.6208
0051254,3.3572,3.6047,3.039,3.3536,3.2628,1.8837,3.4264,3.2926,3.4942,3.5534,2.8872,2.6275,3.2754,2.9942,2.9975,3.5068,3.2652,2.8189,3.1612,3.0486,2.9994,3.115,3.3967,3.2737,2.6473,3.4724,3.4019,3.3431,3.2562,3.2582,3.0453,3.5945,3.3238,3.6586,3.0841,3.4169,3.4051,1.9533,3.445,3.3224,3.5879,3.796,2.9325,2.8124,3.2995,3.0966,2.9693,3.7408,3.3094,3.0183,3.31,3.2371,3.182,3.2375,3.3647,3.5161,2.8264,3.4582,3.4787,3.5115,3.2904,3.5952,3.1082,3.6779
0050570,3.075,4.0892,3.2111,3.3531,3.3148,2.137,3.584,3.5665,3.5937,3.5777,3.0403,2.7104,3.188,3.1545,2.842,3.6625,3.3038,3.1377,3.1774,3.2534,3.1484,3.0875,3.4092,3.3361,2.9156,3.4314,3.4836,3.6136,3.2261,3.0338,2.9442,3.6745,3.16,3.2774,2.7892,3.1837,3.1861,1.8371,3.2754,3.3671,3.443,3.3456,2.9643,2.6632,3.0123,3.3851,2.8072,3.3131,3.2599,2.9511,3.1077,3.1298,3.0505,2.9396,3.2158,3.0404,2.7302,3.2983,3.2793,3.1518,3.048,3.1684,2.9421,3.4895
0050114,3.2203,3.5272,2.904,3.2307,3.2804,1.8456,3.3618,3.2145,3.2241,3.487,2.6865,2.7056,3.0437,3.0034,2.9273,3.5911,3.2623,3.1068,2.8627,2.9849,2.9803,3.1029,3.3346,3.2106,2.7703,3.2583,3.1725,3.3198,3.0582,3.2552,2.8679,3.4856,3.1005,3.4353,2.7941,3.0951,3.1675,1.8536,3.1703,3.1954,3.2355,3.4256,2.6851,2.7985,2.8392,3.1483,2.9794,3.4043,3.1026,2.9855,2.8131,2.9371,2.8941,3.1044,3.2287,3.1617,2.9086,3.2409,3.2932,3.1779,3.0024,3.0855,2.845,3.3374
0050363,3.518,3.1984,3.0786,3.5194,3.7328,2.1398,3.5518,3.6532,3.6955,3.7718,2.9309,3.1183,3.3359,3.6531,3.2221,3.7109,3.6806,3.6433,3.8718,3.1088,3.2132,3.1691,3.4234,3.5123,3.5897,3.686,3.7986,3.6693,3.1964,3.5794,3.679,3.7026,3.6972,3.5986,3.2531,3.907,3.7194,2.1762,3.1904,3.5046,3.8234,4.1799,3.2798,3.0097,3.6737,3.5454,3.4549,3.9093,3.9309,3.6363,3.8301,3.3139,3.3834,3.5461,3.5469,3.6782,3.3056,3.97,4.0269,3.2566,3.3594,3.8391,3.7397,3.7352
0050026,3.4881,3.7951,3.2398,3.419,3.315,1.9792,3.4713,3.5263,3.4455,3.5089,2.5732,2.948,3.0215,3.4236,2.7839,3.5431,3.5637,3.067,3.3394,2.9543,2.8569,3.0402,3.5447,3.3978,2.9382,3.5423,3.5183,3.2738,3.2305,3.2468,3.2185,3.4263,3.33,3.5008,2.9249,3.3632,3.3778,2.0273,3.3441,3.3233,3.2713,3.59,2.8158,2.9086,3.0889,3.4864,2.8643,3.5599,3.4753,3.2881,3.4584,2.9255,2.9962,3.0746,3.5135,3.3771,3.1213,3.6223,3.395,3.2748,3.0754,3.3121,3.2628,3.4737
0050457,3.329,3.8851,3.036,3.4125,3.3782,1.9567,3.7667,3.2028,3.4166,3.5832,2.8104,2.9417,3.1321,2.9328,2.9914,3.7331,3.3487,2.7326,3.2385,3.0467,2.9751,3.0905,3.443,3.2861,2.8393,3.3332,3.3401,3.4589,3.2853,3.3291,3.107,3.5374,3.3147,3.7133,2.9364,3.1775,3.4026,1.9794,3.7097,3.0926,3.2861,3.5651,3.1965,3.0115,3.2478,2.8817,3.1616,3.7786,3.0625,2.7347,3.1917,3.0741,3.0926,3.1114,3.3479,3.3293,2.6844,3.2544,3.4277,3.4594,3.1355,3.3927,3.1556,3.4897
0051467,3.5032,3.7175,2.8146,3.3736,3.4043,2.0553,3.4927,3.2812,3.4449,3.7161,2.7974,2.834,2.979,3.0996,2.7655,3.7172,3.2033,3.0278,3.4323,3.0063,3.0759,3.0728,3.5823,3.2815,2.9909,3.4284,3.2598,3.2848,2.9914,3.3122,3.3296,3.612,3.4504,3.8664,2.7443,3.2589,3.4154,1.9622,3.429,3.354,3.479,3.761,2.5436,3.036,2.9661,3.1783,2.7029,3.7425,3.3003,2.9195,3.171,3.0239,2.9861,2.9806,3.3233,3.4145,2.9833,3.4323,3.3351,3.2311,2.998,3.2718,3.2019,3.5969
0051095,3.4596,3.2148,3.0268,3.7106,3.5426,1.7856,3.2556,3.6255,3.8344,3.6047,3.0539,2.6219,3.2314,3.0797,3.072,3.3373,3.5138,2.7866,3.0303,3.1367,2.9556,3.2228,3.3878,2.9827,2.4819,3.4409,3.2284,3.2011,3.2199,3.3644,2.6487,3.4079,3.4368,3.3547,2.953,3.4536,3.275,1.7894,3.3329,3.276,3.4412,3.4167,3.1822,2.7653,3.2264,3.0231,3.1214,3.482,3.4292,3.0074,2.9278,3.2567,3.1719,3.1535,3.3062,3.1775,2.5771,3.6194,3.1594,3.3611,3.1975,3.2902,2.7603,3.411
0050348,3.4306,3.1571,3.1067,3.3959,3.2847,2.0949,3.3568,3.1544,3.1666,3.5499,2.8354,2.8032,3.3176,3.3342,3.0005,3.499,3.456,3.4365,3.3785,2.9336,3.0752,3.2796,3.4598,3.2523,3.1706,3.6166,3.5591,3.1391,3.1661,3.382,3.1871,3.3925,3.343,3.3928,3.0059,3.2761,3.2461,2.2449,3.3398,3.0384,3.0968,3.4826,2.795,2.7086,3.1266,3.3767,3.0597,3.3071,3.3781,3.4378,3.208,2.8424,2.9329,3.1538,3.2633,3.0156,3.5601,3.4665,3.3392,3.3058,3.0813,3.2798,3.3258,3.424
0051097,3.3645,3.4651,2.9052,3.533,3.5117,1.8326,3.1699,3.5841,3.7957,3.6189,2.6351,2.7577,3.1908,3.1488,2.8942,3.6094,3.45,3.083,3.3053,2.8437,2.9313,3.1419,3.5077,3.2896,2.6616,3.5482,3.5224,3.2097,3.1263,3.287,2.721,3.4965,3.3566,3.5784,2.869,3.5208,3.4589,1.8267,3.1385,3.4951,3.7223,3.7575,2.7029,2.6727,3.3765,3.2818,2.9501,3.7393,3.4363,3.0929,3.0769,2.9929,2.9763,3.0707,3.4515,3.3,2.9858,3.6192,3.4184,3.5892,3.1284,3.4603,2.9895,3.6991
0050375,3.4307,3.4257,3.0449,3.4816,3.4238,2.139,3.264,3.2798,3.3141,3.466,2.7911,3.0115,3.3653,3.4595,3.1362,3.5134,3.6986,2.9643,3.6302,2.745,2.959,3.1487,3.3218,3.2726,3.3608,3.9998,3.5341,3.2588,3.1566,3.4747,3.7334,3.4237,3.4612,2.9674,2.9623,3.3778,3.3271,2.0124,3.2415,3.1794,3.1319,3.4642,2.6119,2.7238,3.0132,3.3775,2.9725,3.2847,3.4742,3.1826,3.464,2.9341,2.8998,2.9774,3.351,3.0952,3.2812,3.7875,3.3619,3.1582,3.1712,3.4028,3.5057,3.3101
0051300,3.3534,3.5512,2.8728,3.2595,3.2103,1.9557,3.6646,3.1285,3.2414,3.3613,2.7865,2.5951,3.1341,2.8642,2.7634,3.2735,3.1453,2.7717,3.0179,2.966,2.9249,2.937,3.332,3.144,2.5605,3.2664,3.0983,3.1154,3.1908,3.2022,2.8765,3.5165,3.3257,3.7439,2.947,3.4225,3.334,1.9464,3.6052,3.2181,3.4504,3.5668,3.0747,2.9409,3.2987,3.0787,3.0655,3.6302,3.3659,3.083,3.0597,3.0827,3.085,3.076,3.324,3.478,3.058,3.4543,3.2635,3.3352,3.2836,3.3376,3.0164,3.6381
0050644,3.3505,3.6586,3.0611,3.5197,3.3673,2.042,3.3947,3.3682,3.5101,3.5222,2.7647,2.829,3.19,3.2305,2.8295,3.4493,3.3499,3.3163,3.162,3.0558,2.9795,3.1058,3.3092,3.2811,2.8453,3.5101,3.3222,3.2351,3.1181,3.3173,3.2163,3.5717,3.1772,3.7583,2.9088,3.3589,3.3127,2.0623,3.4707,3.278,3.3323,3.4742,2.9154,2.8972,3.1968,3.1293,2.9566,3.523,3.1915,3.1075,3.1092,3.0634,3.0357,3.0282,3.2982,3.278,3.0756,3.4174,3.301,3.1803,3.0222,3.2606,3.1971,3.4945
0051049,3.5894,3.1895,2.8023,3.5709,3.3851,1.7523,3.0669,3.4758,3.5764,3.5641,2.5505,2.6406,3.1263,3.2407,2.766,3.4493,3.4768,2.8949,2.8602,2.8894,2.8307,3.2225,3.4653,3.1993,2.5801,3.6828,3.2179,3.2838,3.1598,3.4933,2.8825,3.4796,3.5438,3.1557,2.7367,3.3638,3.1467,1.7449,2.8689,3.2108,3.4665,3.4737,2.4636,2.6663,3.092,3.0233,2.6138,3.4364,3.4032,2.792,2.8265,2.872,2.815,3.0043,3.2488,3.1674,2.8715,3.6007,3.1375,3.0952,3.0427,3.3535,2.838,3.276
0050194,3.4266,3.7196,2.951,3.6589,3.59,1.9325,3.9233,3.5926,3.7839,3.5749,3.2508,2.8785,3.2052,3.1434,3.1315,3.5223,3.5134,2.8327,3.1508,3.2025,3.1939,3.232,3.5434,3.3466,2.8599,3.6981,3.4518,3.5308,3.2148,3.548,2.9173,3.6786,3.4934,4.1064,2.952,3.6858,3.6622,2.0403,4.2966,3.8426,3.9735,3.8889,3.3893,3.2552,3.4269,3.3574,3.5027,4.0326,3.7218,3.0255,3.2143,3.6004,3.4594,3.3548,3.6365,3.7082,2.78,3.6569,3.6785,3.5061,3.3466,3.7366,2.9725,3.7623
0050129,3.0527,3.2431,2.8794,3.4262,3.4515,1.7632,3.2152,3.2838,3.3966,3.4733,2.619,2.717,2.9382,2.9946,2.8708,3.38,3.2257,2.8802,2.9069,2.644,2.8575,3.0634,3.3472,3.1469,2.8588,3.0876,3.3582,3.3038,3.0309,3.325,2.9865,3.3979,2.9059,3.4179,2.7953,3.3974,3.1524,1.8347,3.1511,3.2642,3.5479,3.3693,2.6796,2.7064,3.0918,3.0196,2.7917,3.2228,3.1432,3.0537,2.9898,2.6001,2.9172,3.0314,3.2632,3.0512,3.0279,3.1049,3.3687,3.0151,2.9227,3.205,3.0027,3.3775
0050346,3.4558,3.5314,3.0144,3.4843,3.6448,2.0219,3.6343,3.4869,3.3627,3.579,2.8827,2.8658,3.4041,3.4776,2.9595,3.6138,3.5979,3.4504,3.4238,3.0987,3.0961,3.2635,3.4768,3.3713,3.2502,3.5769,3.5846,3.4076,3.1846,3.3351,3.3637,3.5122,3.4673,3.6256,3.0969,3.6267,3.4528,1.9709,3.485,3.4586,3.7058,3.7578,2.6959,2.813,3.3398,3.2782,2.9444,3.5456,3.6647,3.2077,3.3783,3.0471,3.1008,3.2337,3.5418,3.3577,3.2313,3.5849,3.57,3.2364,3.265,3.4453,3.3292,3.5312
0050519,3.4083,3.8836,3.0065,3.4662,3.3219,2.0969,3.6965,3.3711,3.5966,3.5606,2.8525,3.0178,3.1792,2.9763,3.02,3.7017,3.3033,2.7121,3.4311,3.0074,3.1371,3.0805,3.3877,3.49,2.6063,3.5232,3.372,3.3127,3.2168,3.2108,3.0631,3.6167,3.2545,4.0075,2.9057,3.2801,3.3952,2.0115,3.6452,3.3057,3.573,3.6583,2.8753,3.1821,3.2685,2.9694,2.9991,3.8418,3.2296,2.7362,3.4895,3.0824,3.0108,3.1219,3.1408,3.4833,2.702,3.444,3.4317,3.4503,3.0949,3.4751,2.9608,3.6021
0051565,2.8336,3.7633,2.3888,2.9956,3.1231,1.8917,3.4102,2.9782,3.119,3.2158,1.9655,2.5119,2.3331,2.643,2.1737,3.382,2.9605,2.7674,2.7928,2.3214,2.378,2.774,3.0915,3.0844,2.8501,2.9227,2.957,3.0143,2.4038,2.9387,2.779,3.3265,2.7688,3.4322,2.3355,2.988,2.942,1.7388,3.1947,2.8654,3.2263,3.1374,2.1773,2.5632,2.2585,2.7531,2.4878,3.2274,2.9541,2.6067,2.6742,2.4723,2.4531,2.7464,2.8974,3.0411,2.6302,2.8731,2.942,2.869,2.3258,2.8998,2.669,3.2035
