"SUB_ID","age","outlier_ind"
50822,-0.57471429197973,0
50785,-0.840852145266224,0
50788,-0.856355321185825,0
50777,-1.09665454793965,0
50818,-0.657397896884272,0
50773,-0.780131372914451,0
50812,-0.892529398331562,0
50779,-0.964877552623036,0
50820,-1.03464184426124,0
50817,-0.892529398331562,0
50816,-0.923535750170766,0
50811,-0.532080558200826,0
50787,-0.782715235567718,0
50783,-0.836976351286323,0
50778,-0.923535750170766,0
50776,-0.979088797216005,0
50782,-0.86539884047226,0
50813,-0.786591029547619,0
50809,-1.09148682263312,0
50819,-0.926119612824032,0
50780,-0.911908368231064,0
50808,-0.747833089748615,0
50814,-1.08761102865322,0
50821,-0.737497639135547,0
50774,-0.80596999944712,0
50775,-0.759460471688316,0
50789,-0.977796865889371,0
50810,-0.649646308924471,0
50790,-1.03980956956778,0
50781,-0.979088797216005,0
50784,-1.13799635039192,0
50786,-1.05014502018085,0
50772,-0.530788626874192,0
51359,-0.501074206361623,0
51357,-0.759460471688316,0
51360,-1.2762330023417,0
51358,-0.888653604351662,0
51356,-0.888653604351662,0
50060,0.44720338738734,0
50041,1.42648733297551,0
50044,0.0324934315379979,0
50043,-0.400303562884213,0
50039,1.78047651647308,0
50032,0.377439095749133,1
50046,0.487253258512977,0
50054,-0.961001758643136,0
50052,2.11379479874451,0
50040,0.997566132533196,1
50059,0.560893344131085,0
50033,-0.610888369125467,0
50048,-0.654814034231005,0
50047,-0.197470344602759,0
50042,2.10475127945808,0
50030,1.06474656151814,1
50034,-0.2724023615475,0
50045,-0.152252748170587,0
50051,-0.523037038914392,0
50037,0.294755490844591,0
50038,-0.378340730331444,0
50031,-0.51140965697469,0
50036,-0.464900129215886,0
50058,0.803776433538177,0
50050,-0.324079614612838,0
50035,0.0622078520505677,0
50213,-0.581173948612897,0
50205,-0.358961760431942,0
50195,-0.555335322080228,0
50201,-0.401595494210846,0
50193,-0.274986224200766,0
50206,-1.06048047079391,0
50208,-0.400303562884213,0
50204,-0.260774979607798,0
50209,-0.0398547227534759,0
50215,0.000195148372161326,0
50199,-0.174215580723356,0
50202,-0.619931888411901,0
50194,-0.455856609929452,0
50200,-0.387384249617878,0
50210,-0.0359789287735754,0
50196,-0.512701588301324,0
50217,-0.513993519627957,0
50198,-0.206513863889193,0
50203,-0.107035151738416,0
50214,-0.273694292874133,0
51199,-0.580747611275108,0
51186,-1.10565930928629,0
51183,-1.11272617364297,0
51197,-0.574740130606263,0
51180,-1.17931231421766,0
51188,-1.02111532327139,0
51185,-1.11520668179011,0
51187,-1.10423818482699,0
51184,-1.00404891044656,0
51196,-0.645563805932309,0
51194,-0.585346886797924,0
51189,-0.990961646107766,0
51198,-0.597374767448881,0
51192,-0.859998567526932,0
51193,-0.950640469403536,0
51190,-1.02607633956566,0
51195,-0.73646409407424,0
51191,-0.924814762184133,0
51181,-0.977163819539321,0
51182,-0.799161521355762,0
51268,0.116468967769173,0
51267,-0.727162188522479,0
51269,-0.334415065225906,0
51260,-0.415806738803814,0
51275,-0.147085022864053,0
51273,-0.542416008813894,0
51261,0.117760899095807,0
51250,-0.258191116954531,0
51272,-0.448105021969651,0
51266,-0.368005279718376,0
51252,-0.760752403014949,0
51276,-0.391260043597778,0
51264,-0.441645365336483,0
51259,-0.750416952401881,0
51256,-0.237520215728396,0
51263,-0.109619014391683,0
51262,-0.687112317396842,0
51274,-0.764628196994849,0
51251,-0.583757811266165,0
51282,-0.535956352180726,0
51279,-0.395135837577679,0
51258,-0.688404248723475,0
51271,-0.618639957085268,0
51265,-0.123830258984651,0
51278,-0.990716179155706,0
51257,-0.451980815949551,0
51254,-0.315036095326404,0
51253,-0.656105965557638,0
51280,-0.953250170683335,0
51277,-0.628975407698336,0
51281,-0.652230171577738,0
51255,-0.268526567567599,0
50576,-1.09277875395975,0
50560,-0.985548453849172,0
50561,-0.458440472582718,0
50571,-0.759460471688316,0
50551,-0.123830258984651,0
50563,-0.382216524311344,0
50552,-0.533372489527459,0
50564,-1.19096553478389,0
50568,-0.382216524311344,0
50578,-0.587633605246065,0
50575,-0.371881073698276,0
50553,-0.920951887517499,0
50562,-0.781423304241085,0
50569,-0.0282273408137747,0
50565,-0.759460471688316,0
50554,-1.06048047079391,0
50558,-0.404179356864113,0
50566,-0.9325792694572,0
50555,-0.317619957979671,0
50577,-0.210389657869093,0
50570,-0.0282273408137747,0
50556,-0.80209420546722,0
50574,-0.769795922301383,0
50573,-0.349918241145507,0
50559,-0.597969055859133,0
50572,-0.14579309153742,0
50567,0.12292862440234,0
50557,-0.33958279053244,0
50658,1.30762965092523,0
50657,0.532470854945149,0
50667,2.98714037554873,0
50669,1.69520904891527,1
50661,0.403277722281802,0
51136,-0.544999871467161,0
50268,-0.318911889306304,0
50259,0.381314889729033,0
50264,1.13451085315634,0
51142,-0.254315322974631,0
51141,-0.125122190311285,0
50257,-0.254315322974631,0
50266,-0.125122190311285,0
50260,0.445911456060706,0
50263,0.284420040231523,0
51137,-0.468775923195786,0
50269,-0.286613606140468,0
51140,-0.14579309153742,0
51138,-0.544999871467161,0
51132,1.02728055304577,0
50270,0.31671832339736,0
51133,-0.625099613718435,0
50262,0.575104588724053,0
51134,-0.00626450826100609,0
51135,-0.404179356864113,0
50261,0.41361317289487,0
50271,0.359352057176265,0
50267,0.0802948906234363,0
50265,-0.597969055859133,0
51139,0.338681155950129,0
50114,0.403277722281802,0
50110,-0.501074206361623,0
50104,-0.113494808371583,0
50113,-0.24268794103493,0
50108,0.532470854945149,0
50116,-0.24268794103493,0
50106,-0.888653604351662,0
50109,0.403277722281802,0
50115,0.790857120271842,0
50105,0.015698324291763,0
50107,0.532470854945149,0
50117,0.532470854945149,0
50103,-0.371881073698276,0
50102,-0.371881073698276,0
50111,-0.371881073698276,0
