"vertex_name","lasso_coef","asym_him_coef","asym_mip_coef","mip_coef","him_coef"
"vertex47891",0,0,0,0,0
"vertex47892",0,0,0,0,0
"vertex47893",0,0,0,0,0
"vertex47894",0,0,0,0,0
"vertex47895",0,0,0,0,0
"vertex47896",0,0,0,0,0
"vertex47897",0,-0.144533529036835,-0.00448750283839687,0,0
"vertex47898",0,0,0,0,0
"vertex47899",0,0,0,0,0
"vertex47900",0,0,0,0,0
"vertex47901",0,0,0,0,0
"vertex47902",0,0,0,0,0
"vertex47903",0,0,0,0,0
"vertex47904",0,-0.141433011512647,-0.209259848195342,-0.011633566677942,-0.011633566677942
"vertex47905",0,0,0,0,0
"vertex47906",0,0,0,0,0
"vertex47907",0,0,0,0,0
"vertex47908",0,0,0,0,0
"vertex47909",0,0,0,0,0
"vertex47910",0,0,0,0,0
"vertex47911",0,0,0,0,0
"vertex47912",0,0,0,0,0
"vertex47913",0,0,0,0,0
"vertex47914",0,0,0,0,0
"vertex47915",0,0,0,0,0
"vertex47916",0,0,0,0,0
"vertex47917",0,0,0,0,0
"vertex47918",0,0,0,0,0
"vertex47919",0,0,0,0,0
"vertex47920",0,0,0,0,0
"vertex47921",0,0,0,0,0
"vertex47922",0,0,0,0,0
"vertex47923",0,0,0,0,0
"vertex47924",0,0,0,0,0
"vertex47925",0,0,0,0,0
"vertex47926",0,0,0,0,0
"vertex47927",0,0,0,0,0
"vertex47928",0,0,0,0,0
"vertex47929",0,0,0,0,0
"vertex47930",0,0,0,0,0
"vertex47931",0,0,0,0,0
"vertex47932",0,0,0,0,0
"vertex47933",0,0,0,0,0
"vertex47934",0,0,0,0,0
"vertex47935",0,0,0,0,0
"vertex47936",0,0,0,0,0
"vertex47937",0,0,0,0,0
"vertex47938",0,0,0,0,0
"vertex47939",0,0,0,0,0
"vertex47940",0,0,0,0,0
"vertex47941",0,0,0,0,0
"vertex47942",0,0,0,0,0
"vertex47943",0,0,0,0,0
"vertex47944",0,0,0,0,0
"vertex47945",0,0,0,0,0
"vertex47946",0,0,0,0,0
"vertex47947",0,0,0,0,0
"vertex47948",0,0,0,0,0
"vertex47949",0,0,0,0,0
"vertex47950",0,0,0,0,0
"vertex47951",0,0,0,0,0
"vertex47952",0,0,0,0,0
"vertex47953",0,0,0,0,0
"vertex47954",0,0,0,0,0
"vertex47955",0,0,0,0,0
"vertex47956",0,0,0,0,0
"vertex47957",0,0,0,0,0
"vertex47958",0,0,0,0,0
"vertex47959",0,0,0,0,0
"vertex47960",0,0,0,0,0
"vertex47961",0,0,0,0,0
"vertex47962",0,0,0,0,0
"vertex47963",0,0,0,0,0
"vertex47964",0,0,0,0,0
"vertex47965",0,0,0,0,0
"vertex47966",0,0,0,0,0
"vertex47967",0,0,0,0,0
"vertex47968",0,0,0,0,0
"vertex47969",0,0,0,0,0
"vertex47970",0,0,0,0,0
"vertex47971",0,0,0,0,0
"vertex47972",0,0,0,0,0
"vertex47973",0,0,0,0,0
"vertex47974",0,0,0,0,0
"vertex47975",0,0,0,0,0
"vertex47976",0,0,0,0,0
"vertex47977",0,0,0,0,0
"vertex47978",0,0,0,0,0
"vertex47979",0,0,0,0,0
"vertex47980",0,0,0,0,0
"vertex47981",0,0,0,0,0
"vertex47982",0,0,0,0,0
"vertex47983",0,0,0,0,0
"vertex47984",0,0,0,0,0
"vertex47985",0,0,0,0,0
"vertex47986",0,0,0,0,0
"vertex47987",0,0,0,0,0
"vertex47988",0,0,0,0,0
"vertex47989",0,0,0,0,0
"vertex47990",0,0,0,0,0
"vertex47991",0,0,0,0,0
"vertex47992",0,0,0,0,0
"vertex47993",0,0,0,0,0
"vertex47994",0,0,0,0,0
"vertex47995",0,0,0,0,0
"vertex47996",0,0,0,0,0
"vertex47997",0,0,0,0,0
"vertex47998",0,0,0,-0.0103855660134356,-0.0103855660134356
"vertex47999",0,0,0,0,0
"vertex48000",0,0,0,0,0
"vertex48001",0,0,0,0,0
"vertex48002",0,0,0,0,0
"vertex48003",0,0,0,0,0
"vertex48004",0,0,0,0,0
"vertex48005",0,0,0,0,0
"vertex48006",0,-0.0843235661989933,-0.135175121902202,0,0
"vertex48007",0,0,0,0,0
"vertex48008",0,0,0,0,0
"vertex48009",0,0,0,0,0
"vertex48010",0,0,0,0,0
"vertex48011",0,0,0,0,0
"vertex48012",0,0,0,0,0
"vertex48013",0,0,0,0,0
"vertex48014",0,0,0,0,0
"vertex48015",0,0,0,0,0
"vertex48016",0,0,0,0,0
"vertex48017",0,0,0,0,0
"vertex48018",0,0,0,0,0
"vertex48019",0,0,0,0,0
"vertex48020",0,0,0,0,0
"vertex48021",0,0,0,0,0
"vertex48022",0,0,0,0,0
"vertex48023",0,0,0,0,0
"vertex48024",0,0,0,0,0
"vertex48025",0,0,0,0,0
"vertex48026",0,0,0,0,0
"vertex48027",0,0,0,0,0
"vertex48028",0,0,0,0,0
"vertex48029",0,0,0,0,0
"vertex48030",0,0,0,0,0
"vertex48031",0,0,0,0,0
"vertex48032",0,0,0,0,0
"vertex48033",0,0,0,0,0
"vertex48034",0,0,0,0,0
"vertex48035",0,0,0,0,0
"vertex48036",0,0,0,0,0
"vertex48037",0,0,0,0,0
"vertex48038",0,0,0,0,0
"vertex48039",0,0,0,0,0
"vertex48040",0,0,0,0,0
"vertex48041",0,0,0,0,0
"vertex48042",0,0,0,0,0
"vertex48043",0,0,0,0,0
"vertex48044",0,0,0,0,0
"vertex48045",0,0,0,0,0
"vertex48046",0,0,0,0,0
"vertex48047",0,0,0,0,0
"vertex48048",0,0,0,0,0
"vertex48049",0,0,0,0,0
"vertex48050",0,0,0,0,0
"vertex48051",0,0,0,0,0
"vertex48052",0,0,0,0,0
"vertex48053",0,0,0,0,0
"vertex48054",0,0,0,0,0
"vertex48055",0,0,0,0,0
"vertex48056",0,0,0,0,0
"vertex48057",0,0,0,0,0
"vertex48058",0,0,0,0,0
"vertex48059",0,0,0,0,0
"vertex48060",0,0,0,0,0
"vertex48061",0,0,0,0,0
"vertex48062",0,0,0,0,0
"vertex48063",0,0,0,0,0
"vertex48064",0,0,0,0,0
"vertex48065",0,0,0,0,0
"vertex48066",0,0,0,0,0
"vertex48067",0,0,0,0,0
"vertex48068",0,0,0,0,0
"vertex48069",0,0,0,0,0
"vertex48070",0,0,0,0,0
"vertex48071",0,0,0,0,0
"vertex48072",0,0,0,0,0
"vertex48073",0,0,0,0,0
"vertex48074",0,0,0,0,0
"vertex48075",0,0,0,0,0
"vertex48076",0,0,0,0,0
"vertex48077",0,0,0,0,0
"vertex48078",0,0,0,0,0
"vertex48079",0,0,0,0,0
"vertex48080",0,0,0,0,0
"vertex48081",0,0,0,0,0
"vertex48082",0,0,0,0,0
"vertex48083",0,0,0,0,0
"vertex48084",0,0,0,0,0
"vertex48085",0,0,0,0,0
"vertex48086",0,0,0,0,0
"vertex48087",0,0,0,0,0
"vertex48088",0,0,0,0,0
"vertex48089",0,0,0,0,0
"vertex48090",0,0,0,0,0
"vertex48091",0,0,0,0,0
"vertex48092",0,0,0,0,0
"vertex48093",0,0,0,0,0
"vertex48094",0,0,0,0,0
"vertex48095",0,0,0,0,0
"vertex48096",0,0,0,0,0
"vertex48097",0,0,0,0,0
"vertex48098",0,0,0,0,0
"vertex48099",0,0,0,0,0
"vertex48100",0,0,0,0,0
"vertex48101",0,0,0,0,0
"vertex48102",0,0,0,0,0
"vertex48103",0,0,0,0,0
"vertex48104",0,0,0,0,0
"vertex48105",0,0,0,0,0
"vertex48106",0,0,0,0,0
"vertex48107",0,0,0,0,0
"vertex48108",0,0,0,0,0
"vertex48109",0,0,0,0,0
"vertex48110",0,0,0,0,0
"vertex48111",0,0,0,0,0
"vertex48112",0,0,0,0,0
"vertex48113",0,0,0,0,0
"vertex48114",0,0,0,0,0
"vertex48115",0,0,0,0,0
"vertex48116",0,0,0,0,0
"vertex48117",0,0,0,0,0
"vertex48118",0,0,0,0,0
"vertex48119",0,0,0,0,0
"vertex48120",0,0,0,0,0
"vertex48121",0,0,0,0,0
"vertex48122",0,0,0,0,0
"vertex48123",0,0,0,0,0
"vertex48124",0,0,0,0,0
"vertex48125",0,0,0,0,0
"vertex48126",0,0,0,0,0
"vertex48127",0,0,0,0,0
"vertex48128",0,0,0,0,0
"vertex48129",0,0,0,0,0
"vertex48130",0,0,0,0,0
"vertex48131",0,0,0,0,0
"vertex48132",0,0,0,0,0
"vertex48133",0,0,0,0,0
"vertex48134",0,0,0,0,0
"vertex48135",0,0,0,0,0
"vertex48136",0,0,0,0,0
"vertex48137",0,0,0,0,0
"vertex48138",0,0,0,0,0
"vertex48139",0,0,0,0,0
"vertex48140",0,0,0,0,0
"vertex48141",0,0,0,0,0
"vertex48142",0,0,0,0,0
"vertex48143",0,0,0,0,0
"vertex48144",0,0,0,0,0
"vertex48145",0,0,0,0,0
"vertex48146",0,0,0,0,0
"vertex48147",0,0,0,0,0
"vertex48148",0,0,0,0,0
"vertex48149",0,0,0,0,0
"vertex48150",0,0,0,0,0
"vertex48151",0,0,0,0,0
"vertex48152",0,0,0,0,0
"vertex48153",0,0,0,0,0
"vertex48154",0,0,0,0,0
"vertex48155",0,0,0,0,0
"vertex48156",0,0,0,0,0
"vertex48157",0,0,0,0,0
"vertex48158",0,0,0,0,0
"vertex48159",0,0,0,0,0
"vertex48160",0,0,0,0,0
"vertex48161",0,0,0,0,0
"vertex48162",0,0,0,0,0
"vertex48163",0,0,0,0,0
"vertex48164",0,0,0,0,0
"vertex48165",0,0,0,0,0
"vertex48166",0,0,0,0,0
"vertex48167",0,0,0,0,0
"vertex48168",0,0,0,0,0
"vertex48169",0,0,0,0,0
"vertex48170",0,0,0,0,0
"vertex48171",0,0,0,0,0
"vertex48172",0,0,0,0,0
"vertex48173",0,0,0,0,0
"vertex48174",0,0,0,0,0
"vertex48175",0,0,0,0,0
"vertex48176",0,0,0,0,0
"vertex48177",0,0,0,0,0
"vertex48178",0,0,0,0,0
"vertex48179",0,0,0,0,0
"vertex48180",0,0,0,0,0
"vertex48181",0,0,0,0,0
"vertex48182",0,0,0,0,0
"vertex48183",0,0,0,0,0
"vertex48184",0,0,0,0,0
"vertex48185",0,0,0,0,0
"vertex48186",0,0,0,0,0
"vertex48187",0,0,0,0,0
"vertex48188",0,0,0,0,0
"vertex48189",0,0,0,0,0
"vertex48190",0,0,0,0,0
"vertex48191",0,0,0,0,0
"vertex48192",0,0,0,0,0
"vertex48193",0,0,0,0,0
"vertex48194",0,0,0,0,0
"vertex48195",0,0,0,0,0
"vertex48196",0,0,0,0,0
"vertex48197",0,0,0,0,0
"vertex48198",0,0,0,0,0
"vertex48199",0,0,0,0,0
"vertex48200",0,0,0,0,0
"vertex48201",0,0,0,0,0
"vertex48202",0,0,0,0,0
"vertex48203",0,0,0,0,0
"vertex48204",0,0,0,0,0
"vertex48205",0,0,0,0,0
"vertex48206",0,0,0,0,0
"vertex48207",0,0,0,0,0
"vertex48208",0,0,0,0,0
"vertex48209",0,0,0,0,0
"vertex48210",0,0,0,0,0
"vertex48211",0,0,0,0,0
"vertex48212",0,0,0,0,0
"vertex48213",0,0,0,0,0
"vertex48214",0,0,0,0,0
"vertex48215",0,0,0,0,0
"vertex48216",0,0,0,0,0
"vertex48217",-0.0787045398202875,0,0,0,0
"vertex48218",0,0,0,0,0
"vertex48219",0,0,0,0,0
"vertex48220",0,0,0,0,0
"vertex48221",-0.00856111305924225,0,0,-0.186584466739467,-0.186584466739467
"vertex48222",0,0,0,0,0
"vertex48223",0,0,0,0,0
"vertex48224",0,0,0,0,0
"vertex48225",0,0,0,0,0
"vertex48226",0,0,0,0,0
"vertex48227",0,-0.0356636011597333,0,0,0
"vertex48228",0,0,0,0,0
"vertex48229",0,0,0,0,0
"vertex48230",0,0,0,0,0
"vertex48231",0,0,0,0,0
"vertex48232",0,0,0,0,0
"vertex48233",0,0,0,0,0
"vertex48234",0,0,0,0,0
"vertex48235",0,0,0,0,0
"vertex48236",0,0,0,0,0
"vertex48237",0,0,0,0,0
"vertex48238",0,0,0,0,0
"vertex48239",0,0,0,0,0
"vertex48240",0,0,0,0,0
"vertex48241",0,0,0,0,0
"vertex48242",0,0,0,0,0
"vertex48243",0,0,0,0,0
"vertex48244",0,0,0,0,0
"vertex48245",0,0,0,0,0
"vertex48246",0,0,0,0,0
"vertex48247",0,0,0,0,0
"vertex48248",0,0,0,0,0
"vertex48249",0,0,0,0,0
"vertex48250",0,0,0,0,0
"vertex48251",0,0,0,-0.0276791939924887,-0.0276791939924887
"vertex48252",0,0,0,0,0
"vertex48253",0,0,0,0,0
"vertex48254",0,0,0,0,0
"vertex48255",0,0,0,0,0
"vertex48256",0,0,-0.0223954651078678,0,0
"vertex48257",0,0,0,0,0
"vertex48258",0,0,0,0,0
"vertex48259",0,0,0,0,0
"vertex48260",0,0,0,0,0
"vertex48261",0,0,0,0,0
"vertex48262",0,0,0,0,0
"vertex48263",0,0,0,0,0
"vertex48264",0,0,0,0,0
"vertex48265",0,0,0,0,0
"vertex48266",0,0,0,0,0
"vertex48267",0,0,0,0,0
"vertex48268",0,0,0,0,0
"vertex48269",0,0,0,0,0
"vertex48270",0,0,0,0,0
"vertex48271",0,0,0,0,0
"vertex48272",0,0,0,0,0
"vertex48273",0,0,0,0,0
"vertex48274",0,0,0,0,0
"vertex48275",0,0,0,0,0
"vertex48276",0,0,0,0,0
"vertex48277",0,0,0,0,0
"vertex48278",0,0,0,0,0
"vertex48279",0,0,0,0,0
"vertex48280",0,0,0,0,0
"vertex48281",0,0,0,0,0
"vertex48282",0,0,0,0,0
"vertex48283",0,0,0,0,0
"vertex48284",0,0,0,0,0
"vertex48285",0,0,0,0,0
"vertex48286",0,0,0,0,0
"vertex48287",0,0,0,0,0
"vertex48288",0,0,0,0,0
"vertex48289",0,0,0,0,0
"vertex48290",0,0,0,0,0
"vertex48291",0,0,0,0,0
"vertex48292",0,0,0,0,0
"vertex48293",0,0,0,0,0
"vertex48294",0,0,0,0,0
"vertex48295",0,0,0,0,0
"vertex48296",0,0,0,0,0
"vertex48297",0,0,0,0,0
"vertex48298",0,0,0,0,0
"vertex48299",0,0,0,0,0
"vertex48300",0,0,0,0,0
"vertex48301",0,0,0,0,0
"vertex48302",0,0,0,0,0
"vertex48303",0,0,0,0,0
"vertex48304",0,0,0,0,0
"vertex48305",0,0,0,0,0
"vertex48306",0,0,0,0,0
"vertex48307",0,0,0,0,0
"vertex48308",0,0,0,0,0
"vertex48309",0,0,0,0,0
"vertex48310",0,0,0,0,0
"vertex48311",0,0,0,0,0
"vertex48312",0,0,0,0,0
"vertex48313",0,0,0,0,0
"vertex48314",0,0,0,0,0
"vertex48315",0,0,0,0,0
"vertex48316",0,0,0,0,0
"vertex48317",0,0,0,0,0
"vertex48318",0,0,0,0,0
"vertex48319",0,0,0,0,0
"vertex48320",0,0,0,0,0
"vertex48321",0,0,0,0,0
"vertex48322",0,0,0,0,0
"vertex48323",0,0,0,0,0
"vertex48324",0,0,0,0,0
"vertex48325",0,0,0,0,0
"vertex48326",0,0,0,0,0
"vertex48327",0,0,0,0,0
"vertex48328",0,0,0,0,0
"vertex48329",0,0,0,0,0
"vertex48330",0,0,0,0,0
"vertex48331",0,0,0,0,0
"vertex48332",0,0,0,0,0
"vertex48333",0,0,0,0,0
"vertex48334",0,0,0,0,0
"vertex48335",0,0,0,0,0
"vertex48336",0,0,0,0,0
"vertex48337",0,0,0,0,0
"vertex48338",0,0,0,0,0
"vertex48339",0,0,0,0,0
"vertex48340",0,0,0,0,0
"vertex48341",0,0,0,0,0
"vertex48342",0,0,0,0,0
"vertex48343",0,0,0,0,0
"vertex48344",0,0,0,0,0
"vertex48345",0,0,0,0,0
"vertex48346",0,0,0,0,0
"vertex48347",0,0,0,0,0
"vertex48348",0,0,0,0,0
"vertex48349",0,0,0,0,0
"vertex48350",0,0,0,0,0
"vertex48351",0,0,0,0,0
"vertex48352",0,0,0,0,0
"vertex48353",0,0,0,0,0
"vertex48354",0,0,0,0,0
"vertex48355",0,0,0,0,0
"vertex48356",0,0,0,0,0
"vertex48357",0,0,0,0,0
"vertex48358",0,0,0,0,0
"vertex48359",0,0,0,0,0
"vertex48360",0,0,0,0,0
"vertex48361",0,0,0,0,0
"vertex48362",0,0,0,0,0
"vertex48363",0,0,0,0,0
"vertex48364",0,0,0,0,0
"vertex48365",0,0,0,0,0
"vertex48366",0,0,0,0,0
"vertex48367",0,0,0,0,0
"vertex48368",0,0,0,0,0
"vertex48369",0,0,0,0,0
"vertex48370",0,0,0,0,0
"vertex48371",0,0,0,0,0
"vertex48372",0,0,0,0,0
"vertex48373",0,0,0,0,0
"vertex48374",0,0,0,0,0
"vertex48375",0,0,0,0,0
"vertex48376",0,0,0,0,0
"vertex48377",0,0,0,0,0
"vertex48378",0,0,0,0,0
"vertex48379",0,0,0,0,0
"vertex48380",0,0,0,0,0
"vertex48381",0,0,0,0,0
"vertex48382",0,0,0,0,0
"vertex48383",0,0,0,0,0
"vertex48384",0,0,0,0,0
"vertex48385",0,0,0,0,0
"vertex48386",0,0,0,0,0
"vertex48387",0,0,0,0,0
"vertex48388",0,0,0,0,0
"vertex48389",0,0,0,0,0
"vertex48390",0,0,0,0,0
"vertex48391",0,0,0,0,0
"vertex48392",0,0,0,0,0
"vertex48393",0,0,0,0,0
"vertex48394",0,0,0,0,0
"vertex48395",0,0,0,0,0
"vertex48396",0,0,0,0,0
"vertex48397",0,0,0,0,0
"vertex48398",0,0,0,0,0
"vertex48399",0,0,0,0,0
"vertex48400",0,0,0,0,0
"vertex48401",0,0,0,0,0
"vertex48402",0,0,0,0,0
"vertex48403",0,0,0,0,0
"vertex48404",0,0,0,0,0
"vertex48405",0,0,0,0,0
"vertex48406",0,0,0,0,0
"vertex48407",0,0,0,0,0
"vertex48408",0,0,0,0,0
"vertex48409",0,0,0,0,0
"vertex48410",0,0,0,0,0
"vertex48411",0,0,0,0,0
"vertex48412",0,0,0,0,0
"vertex48413",0,0,0,0,0
"vertex48414",0,0,0,0,0
"vertex48415",0,0,0,0,0
"vertex48416",0,0,0,0,0
"vertex48417",0,0,0,0,0
"vertex48418",0,0,0,0,0
"vertex48419",0,0,0,0,0
"vertex48420",0,0,0,0,0
"vertex48421",0,0,0,0,0
"vertex48422",0,0,0,0,0
"vertex48423",0,0,0,0,0
"vertex48424",0,0,0,0,0
"vertex48425",0,0,0,0,0
"vertex48426",0,0,0,0,0
"vertex48427",0,0,0,0,0
"vertex48428",0,0,0,0,0
"vertex48429",0,0,0,0,0
"vertex48430",0,0,0,0,0
"vertex48431",0,0,0,0,0
"vertex48432",0,0,0,0,0
"vertex48433",0,0,0,0,0
"vertex48434",0,0,0,0,0
"vertex48435",0,0,0,0,0
"vertex48436",0,0,0,0,0
"vertex48437",0,0,0,0,0
"vertex48438",0,0,0,0,0
"vertex48439",0,0,0,0,0
"vertex48440",0,0,0,0,0
"vertex48441",0,0,0,0,0
"vertex48442",0,0,0,0,0
"vertex48443",0,0,0,0,0
"vertex48444",0,0,0,0,0
"vertex48445",0,0,0,0,0
"vertex48446",0,0,0,0,0
"vertex48447",0,0,0,0,0
"vertex48448",0.494925467573666,0,0,0,0
"vertex48449",0,0,0,0,0
"vertex48450",0,0,0,0,0
"vertex48451",0,0,0,0,0
"vertex48452",0,0,0,0,0
"vertex48453",0,0,0,0,0
"vertex48454",0,0,0,0,0
"vertex48455",0,0,0,0,0
"vertex48456",0,0,0,0,0
"vertex48457",0,0,0,0,0
"vertex48458",0,0,0,0,0
"vertex48459",0,0,0,0,0
"vertex48460",0,0,0,0,0
"vertex48461",0,0,0,0,0
"vertex48462",0,0,0,0,0
"vertex48463",0,0,0,0,0
"vertex48464",0,0,0,0,0
"vertex48465",0,0,0,0,0
"vertex48466",0,0,0,0,0
"vertex48467",0,0,0,0,0
"vertex48468",0,0,0,0,0
"vertex48469",0,0,0,0,0
"vertex48470",0,0,0,0,0
"vertex48471",0,0,0,0,0
"vertex48472",0,0,0,0,0
"vertex48473",0,0,0,0,0
"vertex48474",0,0,0,0,0
"vertex48475",0,0,0,0,0
"vertex48476",0,0,0,0,0
"vertex48477",0,0,0,0,0
"vertex48478",0,0,0,0,0
"vertex48479",0,0,0,0,0
"vertex48480",0,0,0,0,0
"vertex48481",0,0,0,0,0
"vertex48482",0,0,0,0,0
"vertex48483",0,0,0,0,0
"vertex48484",0,0,0,0,0
"vertex48485",0,0,0,0,0
"vertex48486",0,0,0,0,0
"vertex48487",-0.126123377034882,0,0,0,0
"vertex48488",0,0,0,0,0
"vertex48489",0,0,0,0,0
"vertex48490",0,0,0,0,0
"vertex48491",0,0,0,0,0
"vertex48492",0,0,0,0,0
"vertex48493",0,0,0,0,0
"vertex48494",0,0,0,0,0
"vertex48495",0,0,0,0,0
"vertex48496",0,0,0,0,0
"vertex48497",0,0,0,0,0
"vertex48498",0,0,0,0,0
"vertex48499",0,0,0,0,0
"vertex48500",0,0,0,0,0
"vertex48501",0,0,0,0,0
"vertex48502",0,0,0,0,0
"vertex48503",0,0,0,0,0
"vertex48504",0,0,0,0,0
"vertex48505",0,0,0,0,0
"vertex48506",0,0,0,0,0
"vertex48507",0,0,0,0,0
"vertex48508",0,0,0,0,0
"vertex48509",0,0,0,0,0
"vertex48510",0,0,0,0,0
"vertex48511",0,0,0,0,0
"vertex48512",0,0,0,0,0
"vertex48513",0,0,0,0,0
"vertex48514",0,0,0,0,0
"vertex48515",0,0,0,0,0
"vertex48516",0,0,0,0,0
"vertex48517",0,0,0,0,0
"vertex48518",0,0,0,0,0
"vertex48519",0,0,0,0,0
"vertex48520",0,0,0,0,0
"vertex48521",0,0,0,0,0
"vertex48522",0,0,0,0,0
"vertex48523",0,0,0,0,0
"vertex48524",0,0,0,0,0
"vertex48525",0,0,0,0,0
"vertex48526",0,0,0,0,0
"vertex48527",0,0,0,0,0
"vertex48528",0,0,0,0,0
"vertex48529",0,0,0,0,0
"vertex48530",0,0,0,0,0
"vertex48531",0,0,0,0,0
"vertex48532",0,0,0,0,0
"vertex48533",0,0,0,0,0
"vertex48534",0,0,0,0,0
"vertex48535",0,0,0,0,0
"vertex48536",0,0,0,0,0
"vertex48537",0,0,0,0,0
"vertex48538",0,0,0,0,0
"vertex48539",0,0,0,0,0
"vertex48540",0,0,0,0,0
"vertex48541",0,0,0,0,0
"vertex48542",0,0,0,0,0
"vertex48543",0,0,0,0,0
"vertex48544",0,0,0,0,0
"vertex48545",0,0,0,0,0
"vertex48546",0,0,0,0,0
"vertex48547",0,0,0,0,0
"vertex48548",0,0,0,0,0
"vertex48549",0,0,0,0,0
"vertex48550",0,0,0,0,0
"vertex48551",0,0,0,0,0
"vertex48552",0,0,0,0,0
"vertex48553",0,0,0,0,0
"vertex48554",0,0,0,0,0
"vertex48555",0,0,0,0,0
"vertex48556",0,0,0,0,0
"vertex48557",0,0,0,0,0
"vertex48558",0,0,0,0,0
"vertex48559",0,0,0,0,0
"vertex48560",0,0,0,0,0
"vertex48561",0,0,0,0,0
"vertex48562",0,0,0,0,0
"vertex48563",0,0,0,0,0
"vertex48564",0,0,0,0,0
"vertex48565",0,0,0,0,0
"vertex48566",0,0,0,0,0
"vertex48567",0,0,0,0,0
"vertex48568",0,0,0,0,0
"vertex48569",0,0,0,0,0
"vertex48570",0,0,0,0,0
"vertex48571",0,0,0,0,0
"vertex48572",0,0,0,0,0
"vertex48573",0,0,0,0,0
"vertex48574",0,0,0,0,0
"vertex48575",0,0,0,0,0
"vertex48576",0,0,0,0,0
"vertex48577",0,0,0,0,0
"vertex48578",0,0,0,0,0
"vertex48579",0,0,0,0,0
"vertex48580",0,0,0,0,0
"vertex48581",0,0,0,0,0
"vertex48582",0,0,0,0,0
"vertex48583",0,0,0,0,0
"vertex48584",0,0,0.002724135138604,0,0
"vertex48585",0,0,0,0,0
"vertex48586",0,0,0,0,0
"vertex48587",0,0,0,0,0
"vertex48588",0,0,0,0,0
"vertex48589",0,0,0,0,0
"vertex48590",0,0,0,0,0
"vertex48591",0,0,0,0,0
"vertex48592",0,0,0,0,0
"vertex48593",0,0,0,0,0
"vertex48594",0,0,0,0,0
"vertex48595",0,0,0,0,0
"vertex48596",0,0,0,0,0
"vertex48597",0,0,0,0,0
"vertex48598",0,0,0,0,0
"vertex48599",0,0,0,0,0
"vertex48600",0,0,0,0,0
"vertex48601",0,0,0,0,0
"vertex48602",0,0,0,0,0
"vertex48603",0,0,0,0,0
"vertex48604",0,0,0,0,0
"vertex48605",0,0,0,0,0
"vertex48606",0,0,0,0,0
"vertex48607",0,0,0,0,0
"vertex48608",0,0,0,0,0
"vertex48609",0,0,0,0,0
"vertex48610",0,0,0,0,0
"vertex48611",0,0,0,0,0
"vertex48612",0,0,0,0,0
"vertex48613",0,0,0,0,0
"vertex48614",0,0,0,0,0
"vertex48615",0,0,0,0,0
"vertex48616",0,0,0,0,0
"vertex48617",0,0,0,0,0
"vertex48618",0,0,0,0,0
"vertex48619",0,0,0,0,0
"vertex48620",0,0,0,0,0
"vertex48621",0,0,0,0,0
"vertex48622",0,0,0,0,0
"vertex48623",0,0,0,0,0
"vertex48624",0,0,0,0,0
"vertex48625",0,0,0,0,0
"vertex48626",0,0,0,0,0
"vertex48627",0,0,0,0,0
"vertex48628",0,0,0,0,0
"vertex48629",0,0,0,0,0
"vertex48630",0,0,0,0,0
"vertex48631",0,0,0,0,0
"vertex48632",0,0,0,0,0
"vertex48633",0,0,0,0,0
"vertex48634",0,0,0,0,0
"vertex48635",0,0,0,0,0
"vertex48636",0,0,0,0,0
"vertex48637",0,0,0,0,0
"vertex48638",0,0,0,0,0
"vertex48639",0,0,0,0,0
"vertex48640",0,0,0,0,0
"vertex48641",0,0,0,0,0
"vertex48642",0,0,0,0,0
"vertex48643",0,0,0,0,0
"vertex48644",0,0,0,0,0
"vertex48645",0,0,0,0,0
"vertex48646",0,0,0,0,0
"vertex48647",0,0,0,0,0
"vertex48648",0,0,0,0,0
"vertex48649",0,0,0,0,0
"vertex48650",0,0,0,0,0
"vertex48651",0,0,0,0,0
"vertex48652",0,0,0,0,0
"vertex48653",0,0,0,0,0
"vertex48654",0,0,0,0,0
"vertex48655",0,0,0,0,0
"vertex48656",0,0,0,0,0
"vertex48657",0,0,0,0,0
"vertex48658",0,0,0,0,0
"vertex48659",0,0,0,0,0
"vertex48660",0,0,0,0,0
"vertex48661",0,0,0,0,0
"vertex48662",0,0,0,0,0
"vertex48663",0,0,0,0,0
"vertex48664",0,0,0,0,0
"vertex48665",0,0,0,0,0
"vertex48666",0,0,0,0,0
"vertex48667",0,0,0,0,0
"vertex48668",0,0,0,0,0
"vertex48669",0,0,0,0,0
"vertex48670",0,0,0,0,0
"vertex48671",0,0,0,0,0
"vertex48672",0,0,0,0,0
"vertex48673",0,0,0,0,0
"vertex48674",0,0,0,0,0
"vertex48675",0,0,0,0,0
"vertex48676",0,0,0,0,0
"vertex48677",0,0,0,0,0
"vertex48678",0,0,0,0,0
"vertex48679",0,0,0,0,0
"vertex48680",0,0,0,0,0
"vertex48681",0,0,0,0,0
"vertex48682",0,0,0,0,0
"vertex48683",0,0,0,0,0
"vertex48684",0,0,0,0,0
"vertex48685",0,0,0,0,0
"vertex48686",0,0,0,0,0
"vertex48687",0,0,0,0,0
"vertex48688",0,0,0,0,0
"vertex48689",0,0,0,0,0
"vertex48690",0,0,0,0,0
"vertex48691",0,0,0,0,0
"vertex48692",0,0,0,0,0
"vertex48693",0,0,0,0,0
"vertex48694",0,0,0,0,0
"vertex48695",0,0,0,0,0
"vertex48696",0,0,0,0,0
"vertex48697",0,0,0,0,0
"vertex48698",0,0,0,0,0
"vertex48699",0,0,0,0,0
"vertex48700",0,0,0,0,0
"vertex48701",0,0,0,0,0
